"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre-adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre-adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre-adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtsjail == 1"
"278",28,2005,2048,1137,984,996,6976,2468,2317,128,1861,1644,996,249,14,0,8,52,868,885,497,138,11,0,4,73,957,683,471,111,3,0,4,2800,179,1113,84,360,375,3,0,1293,133,582,55,219,182,0,0,1401,46,502,29,137,190,3,0,132
"279",29,2005,6451,5019,1588,4576,24097,5233,11771,3705,3176,3371,94,2009,943,520,3828,1057,1003,1094,18,736,445,271,609,2499,2052,2136,71,1221,475,227,3090,8281,156,4531,61,2535,625,123,0,1973,60,1493,19,1029,250,32,0,5969,93,2862,41,1443,358,84,0,1048
"280",30,2005,1432,1004,35,790,4803,87,1882,24,1001,1535,433,61,25,23,269,1,21,41,12,2,1,0,9,16,541,813,269,32,20,10,181,1904,165,612,300,82,87,218,0,49,1,25,6,2,2,2,0,1000,86,365,205,54,48,121,0,70
"281",31,2005,3942,3292,524,2448,13598,1424,6094,323,1412,3020,973,749,200,192,2786,82,208,467,173,139,28,52,275,183,900,1852,567,474,146,84,1887,6208,0,1098,35,769,699,269,0,851,0,225,16,114,96,35,0,4015,0,651,14,542,410,174,0,295
"282",32,2005,3648,2798,956,1722,11368,2062,3929,135,1644,2583,241,1406,136,120,1272,14,440,705,71,400,56,36,291,91,857,1349,116,639,66,68,659,2387,460,1976,176,489,29,0,0,505,138,557,60,165,8,0,0,1311,209,1049,99,258,16,0,0,527
"283",33,2005,548,453,38,427,2275,130,1394,0,264,954,437,52,6,14,0,0,18,80,25,4,0,3,0,0,216,749,370,47,4,8,0,675,29,380,304,0,48,291,0,47,3,30,23,0,8,19,0,544,22,308,255,0,37,228,0,7
"284",34,2005,5811,5531,2670,1715,24041,10354,4664,436,429,13130,1387,2266,344,0,0,298,274,7472,806,1121,213,0,0,95,92,3282,344,736,78,0,0,5245,834,5896,750,1163,1375,2965,0,2492,571,3760,464,745,900,1420,0,1571,158,1271,200,259,337,868,0,453
"285",35,2005,2241,1825,136,552,6596,308,1236,406,818,2062,273,267,101,60,368,46,48,153,11,22,10,2,16,114,230,590,70,80,25,7,120,1952,39,957,72,212,148,942,0,120,9,99,9,16,6,47,0,604,11,278,21,62,40,212,0,356
"286",36,2005,11283,9957,4684,3222,56408,20814,9584,5515,6194,18656,3417,8320,0,1011,2012,2563,3560,8215,1517,3443,0,509,1007,924,506,4710,725,2308,0,64,347,20367,370,12485,0,5367,1085,4483,0,9291,171,6128,0,2555,517,1724,0,4956,94,1946,0,991,247,1259,0,NA
"287",37,2005,6529,4374,2591,3217,22709,7110,7497,1096,4103,5629,1061,2023,38,0,2229,443,1825,2601,470,894,16,0,861,557,1906,2422,536,1009,16,0,1051,9015,1192,4066,0,413,1353,141,0,3709,594,1855,0,241,649,62,0,4345,503,1886,0,148,551,64,0,288
"288",38,2005,1098,837,41,686,3379,94,1423,194,510,895,94,556,0,0,1,22,15,32,4,18,0,0,0,119,342,510,68,362,0,0,1,1215,90,408,194,105,43,0,0,42,1,34,3,3,3,0,0,810,34,248,102,64,31,0,0,92
"289",39,2005,12311,8619,4970,6799,41958,13029,15526,2431,6075,15053,1323,2588,262,962,779,1199,2698,6181,617,1106,176,605,358,1147,3176,8250,675,1405,81,335,389,11219,0,5237,2426,1667,0,9098,0,4481,0,2790,1297,919,0,3542,0,6320,0,2249,1063,707,0,5187,0,389
"290",40,2005,7108,4994,1768,3838,24523,4270,9532,1375,3831,5974,1323,710,17,198,3891,301,1084,1331,434,231,4,49,816,779,2057,3145,640,395,9,106,2349,8838,426,3621,432,787,139,2256,0,2010,138,917,138,184,37,614,0,5011,192,1924,207,465,70,1206,0,897
"291",41,2005,6197,4888,423,3404,22236,1138,9018,1441,2640,6226,162,1008,53,488,4021,66,168,515,8,68,10,66,237,786,1409,3480,102,660,38,291,2252,8458,27,4175,2615,285,479,0,0,531,2,237,303,49,16,0,0,4657,20,2291,1640,180,230,0,0,96
"292",42,2005,14658,12420,6370,6638,49931,16518,14918,1252,6282,14933,4770,6283,588,185,980,554,3618,6129,2026,3567,381,67,176,522,2123,7146,2322,2010,145,74,576,23188,1068,5651,1375,2891,882,213,0,10550,483,2620,472,1813,524,55,0,10090,504,2348,774,804,278,116,0,727
"293",44,2005,1561,1194,367,817,5428,950,2082,36,947,1190,1376,81,134,102,0,9,280,280,286,31,34,30,0,17,467,647,788,31,86,45,0,1714,120,502,287,465,11,447,0,414,47,146,70,105,3,90,0,927,61,230,173,284,7,236,0,58
"294",45,2005,3234,2811,1505,1532,11062,4010,3492,724,846,4198,540,1336,32,152,0,403,382,2304,199,636,14,72,0,296,431,1715,308,652,17,73,0,3890,454,2130,590,677,87,0,0,1756,239,1175,378,416,46,0,0,1918,210,879,201,244,40,0,0,52
"295",46,2005,1368,1041,77,476,4252,139,1008,192,566,1051,0,614,17,0,444,10,25,54,0,38,0,0,12,106,189,336,0,219,5,0,153,1024,139,468,403,26,21,803,0,42,3,26,19,4,0,45,0,374,30,204,152,7,2,239,0,41
"296",47,2005,7056,6024,2037,4554,22494,5046,9503,1313,2100,6861,865,997,111,839,2324,416,756,2281,302,355,36,311,578,814,1268,4116,530,600,71,469,1619,9610,1342,2672,264,0,0,0,0,2774,688,996,120,0,0,0,0,6310,595,1530,139,0,0,0,0,218
"297",48,2005,16933,11330,4502,5748,57976,11674,13628,4187,9538,13344,2831,3691,110,1113,5840,1245,2944,3949,769,1002,24,309,1306,1196,3358,4206,934,1371,54,310,2058,13482,3451,12401,3112,2632,510,1792,0,3042,1119,3972,1041,828,161,499,0,4632,1170,3704,1211,985,204,582,0,1584
"298",49,2005,2215,1821,139,1372,6484,259,2728,422,515,2092,166,346,184,111,431,33,14,142,11,23,10,10,16,255,335,1311,111,262,132,52,269,1971,167,810,37,1113,119,49,0,116,12,59,0,59,7,5,0,1228,86,498,24,777,83,30,0,469
"299",50,2005,770,693,18,728,2920,50,2046,116,188,991,302,51,46,18,438,4,1,22,9,0,1,0,13,109,182,940,290,50,44,18,413,1409,4,376,137,41,3,180,0,40,0,8,1,0,0,1,0,1334,4,360,131,41,3,173,0,24
"300",51,2005,3518,3280,1529,1742,13957,4969,4834,876,559,5413,782,1812,261,174,516,444,243,2619,409,783,142,109,196,387,287,2446,332,916,103,54,287,3455,768,2282,1497,1535,3,461,0,1364,384,1212,789,825,3,208,0,1803,344,968,644,631,0,227,0,206
"301",53,2005,7004,4833,781,4427,23196,2391,9793,259,4829,7403,650,860,13,262,1916,42,745,1084,125,113,0,60,222,149,2920,4448,406,540,10,141,1179,12202,308,2466,355,103,592,162,0,1655,68,411,89,18,126,24,0,7469,150,1539,180,60,281,111,0,407
"302",54,2005,2846,2613,343,2421,9958,866,6054,654,360,3040,2076,293,91,103,450,94,39,352,267,20,14,18,59,546,314,2598,1756,266,75,84,375,3713,333,1455,59,763,406,0,0,430,38,200,6,88,54,0,0,3162,291,1220,52,667,345,0,0,148
"303",55,2005,5830,4347,1832,3135,19357,5330,6451,489,3806,6419,1533,1179,0,96,0,174,1860,2533,461,244,0,57,0,240,1449,3053,915,774,0,19,0,6132,616,1933,1200,328,585,1872,0,2258,323,1014,486,177,404,454,0,3058,206,688,604,117,107,1146,0,238
"304",56,2005,1208,1022,45,913,3522,93,1820,36,374,830,278,582,27,11,176,7,10,34,6,30,4,0,2,25,299,657,220,445,21,8,145,1550,32,200,61,113,101,251,0,65,0,9,3,7,6,3,0,1216,21,165,50,97,78,190,0,0
"305",72,2005,1936,1054,392,21,10471,1668,66,317,2693,3758,76,481,37,128,1045,51,463,728,14,97,12,37,266,2,22,20,4,7,0,0,11,3626,1730,1709,710,470,33,257,0,832,305,259,161,76,7,28,0,30,15,15,3,1,1,1,0,216
"306",1,2006,3791,2846,1646,1991,14422,4870,5451,557,1807,4893,319,1545,76,291,979,193,788,2327,181,792,40,158,286,345,998,2381,134,736,33,123,643,5113,1275,1683,2158,0,0,402,0,2086,642,696,1232,0,0,214,0,2818,605,951,898,0,0,179,0,98
"307",2,2006,897,672,100,248,3513,270,864,81,693,963,0,237,19,70,553,20,68,114,0,21,2,8,37,28,214,335,0,78,8,19,182,1128,39,761,69,91,175,62,0,102,4,97,3,8,20,3,0,360,9,279,23,38,60,13,0,106
"308",4,2006,7460,5107,910,3122,24428,2109,7350,811,4899,6170,1772,1852,417,564,151,72,510,771,272,300,64,72,14,343,2018,2842,759,702,220,235,72,7485,798,3869,499,1731,104,2451,0,797,99,481,95,275,12,349,0,3378,280,1697,200,825,56,899,0,168
"309",5,2006,3924,3699,1365,2323,10979,2475,4168,336,492,4115,231,974,76,101,718,89,192,1477,68,346,23,49,224,222,290,2382,159,570,51,49,440,4081,415,1242,0,776,39,376,0,1369,171,418,0,330,13,121,0,2479,221,759,0,423,25,203,0,656
"310",6,2006,41090,31421,9077,10613,158563,32507,29500,9520,29860,44546,7948,6937,369,7850,10443,2376,9146,11997,2619,1898,121,2322,2028,2754,6233,11920,2405,1825,119,1729,2515,30245,6130,26858,14525,4240,12121,23354,0,6308,2994,6528,4688,1561,5185,5243,0,8094,1087,7061,4003,1136,2283,5836,0,638
"311",8,2006,7059,5158,1034,3513,22094,2241,7452,1210,2819,5800,497,3818,193,126,296,185,370,885,88,599,30,32,17,652,1364,2761,265,1969,104,29,157,8146,940,1982,780,1436,74,50,0,1124,187,282,126,239,24,11,0,4079,366,957,398,774,34,25,0,647
"312",9,2006,3248,1874,1223,1052,12653,3548,3186,475,1138,2696,493,1050,15,28,214,141,468,1044,185,418,5,9,50,204,372,857,182,365,3,6,73,2200,992,1130,0,2559,98,0,0,752,427,420,0,1005,48,0,0,776,305,404,0,884,25,0,0,327
"313",10,2006,1021,908,584,360,2886,1089,648,99,212,933,132,485,0,0,0,45,120,538,71,313,0,0,0,46,81,322,55,142,0,0,0,857,78,359,379,0,54,68,0,501,51,208,231,0,33,34,0,277,22,136,130,0,20,28,0,10
"314",11,2006,668,509,593,8,3998,3155,16,489,614,1290,247,204,276,69,0,476,590,1208,222,201,259,64,0,3,3,7,0,0,1,1,0,600,14,826,1063,95,533,30,0,536,14,808,1025,90,519,25,0,4,0,7,3,0,1,0,0,32
"315",12,2006,21999,9876,8496,11137,72466,20468,24795,3250,24321,16052,1571,4332,68,759,0,1158,9712,6509,754,1981,34,289,0,1800,12243,7761,644,1869,30,380,0,22712,3889,10444,1760,1285,1097,9147,0,8897,1693,4369,842,630,440,3543,0,11337,1860,5107,761,543,573,4550,0,1710
"316",13,2006,9764,7766,4924,4232,33452,11885,10504,1097,4876,12711,2067,1706,0,242,989,532,2293,6554,1108,876,0,126,396,495,2439,5329,868,758,0,101,514,16584,1455,3386,1024,1204,35,0,0,8013,904,1716,610,618,24,0,0,7571,504,1483,381,555,10,0,0,789
"317",15,2006,1673,1048,85,745,6032,208,1907,214,1621,2110,91,184,0,108,0,8,64,118,7,8,0,1,0,86,690,948,36,88,0,43,0,2537,164,755,274,10,205,110,0,119,6,42,16,0,7,6,0,1138,67,309,116,3,73,52,0,83
"318",16,2006,1552,1267,40,1160,4873,88,2467,245,593,1595,70,333,0,22,463,8,5,56,0,12,0,0,7,174,436,1163,58,264,0,16,356,1567,63,671,188,0,99,579,0,34,0,20,5,0,6,18,0,1167,46,466,138,0,74,436,0,272
"319",17,2006,4975,2978,2506,2071,29835,15232,7664,2401,7232,7951,362,1607,2698,235,2368,1451,4422,4783,224,1075,2022,169,1085,770,2278,2503,105,424,487,34,1062,5066,0,6658,502,7128,2720,2786,0,2440,0,3717,363,5103,1831,1778,0,2158,0,2433,104,1533,689,747,0,14
"320",18,2006,7379,6506,2306,4573,25502,6311,10690,0,2234,10685,550,2530,165,182,1775,0,946,3607,132,919,65,85,557,0,1222,6363,404,1449,95,82,1073,9207,266,4374,1680,0,471,2125,0,3007,112,1783,618,0,140,651,0,5615,136,2339,979,0,317,1304,0,755
"321",19,2006,5630,4482,811,3841,19996,2091,10304,1154,1921,3284,1502,529,144,118,5714,243,249,544,232,72,20,22,709,736,1388,2241,1129,419,112,71,4208,7846,641,2105,1657,0,156,458,0,1114,65,417,211,0,23,73,0,5639,504,1371,1305,0,113,294,0,225
"322",20,2006,3506,2655,605,2554,12661,1901,6372,841,1684,3680,302,490,66,162,1927,203,338,762,72,122,21,54,329,555,1229,2564,195,312,38,92,1385,5427,1,2503,0,878,319,27,0,938,0,703,0,174,80,6,0,3932,1,1584,0,615,219,21,0,298
"323",21,2006,6357,5270,1294,4631,19690,2939,9644,958,1775,6882,27,3245,194,6,246,204,316,1455,8,819,40,4,93,687,1389,4996,19,2262,150,1,140,7034,362,2667,567,932,41,1568,0,1426,90,635,123,269,7,340,0,5201,267,1875,421,643,34,1098,0,594
"324",22,2006,3965,2560,1932,1945,12564,4343,4069,433,2093,3784,441,864,42,160,780,206,919,1920,274,553,31,107,332,216,1128,1782,158,298,10,50,426,6461,160,1236,654,80,8,0,0,3130,92,661,409,49,2,0,0,3181,63,557,231,31,6,0,0,185
"325",23,2006,740,443,41,639,3809,144,2664,495,435,977,394,76,91,45,369,19,15,66,9,0,6,2,15,447,379,848,355,70,76,42,300,804,117,905,95,489,41,185,0,34,8,39,11,15,1,8,0,679,88,813,82,441,36,165,0,72
"326",24,2006,3361,2224,2193,1007,15976,9191,2956,303,4074,4586,2457,101,109,126,552,177,3297,3157,1782,64,76,87,339,116,672,1232,598,34,25,34,170,4742,166,1886,1726,760,1968,506,0,3121,140,1333,1392,524,1723,309,0,1346,24,472,307,211,222,187,0,309
"327",25,2006,6377,5337,1353,3158,24623,4102,9073,678,2751,6394,1565,1436,1082,505,3803,140,542,1544,385,309,305,127,746,336,1552,2850,774,787,563,174,2022,8762,0,3435,1815,3038,926,106,0,1801,0,777,437,824,220,12,0,4458,0,1621,898,1518,499,37,0,169
"328",26,2006,9005,5242,3945,4435,37842,14272,12775,2873,9468,8824,69,3667,1172,503,2261,1297,4866,4134,29,2013,652,321,960,1382,4025,4098,39,1458,473,145,1155,15484,1238,7814,1602,2295,404,0,0,7321,795,3948,770,1265,173,0,0,7153,383,3391,744,908,196,0,0,852
"329",27,2006,7997,6554,2133,4042,22415,3762,7437,1467,2628,5020,1615,2920,21,393,354,426,649,1240,349,897,6,149,46,782,1288,2639,931,1409,13,137,238,10887,372,1211,1276,155,29,178,0,2814,96,392,296,33,4,34,0,5606,152,593,729,90,18,110,0,464
"330",28,2006,1950,1131,1004,887,7094,2691,2322,95,1927,1810,853,274,19,2,118,44,970,1018,407,165,12,1,52,48,917,732,422,107,7,1,64,2969,218,1183,62,321,386,1,0,1466,149,624,39,202,207,1,0,1410,67,534,23,116,171,0,0,75
"331",29,2006,5768,4436,1595,3908,22357,4975,10986,2631,3039,4271,109,2086,723,383,3347,752,949,1361,20,776,350,202,565,1770,1978,2722,83,1248,357,160,2668,8800,147,3734,26,2236,610,105,0,2282,56,1248,7,885,212,34,0,6148,89,2335,18,1294,381,70,0,870
"332",30,2006,1153,779,24,652,4371,85,1835,26,956,1428,392,47,20,15,334,1,19,46,7,1,0,0,11,19,505,777,255,26,18,7,228,1996,108,581,306,30,116,77,0,49,2,26,4,0,2,2,0,1076,51,380,211,22,61,34,0,64
"333",31,2006,3799,3146,604,2349,13644,1585,6097,385,1500,2985,871,749,230,190,2933,87,241,491,170,144,36,55,361,216,929,1817,495,455,162,80,1941,6414,0,1245,6,816,636,212,0,976,0,238,3,133,111,33,0,4039,0,756,3,558,356,111,0,191
"334",32,2006,3956,2831,1152,1711,12519,2397,4077,129,2325,2458,320,1039,134,154,1914,15,699,690,113,331,49,41,436,79,1060,1259,153,432,69,82,905,3395,659,2101,198,495,34,0,0,828,212,598,76,163,14,0,0,1616,293,1074,93,267,18,0,0,555
"335",33,2006,561,450,45,434,2266,128,1372,0,297,924,419,56,4,5,0,0,15,79,29,4,0,1,0,0,250,728,344,43,3,4,0,671,29,362,264,0,49,330,0,36,0,36,16,0,4,36,0,536,26,286,230,0,42,252,0,6
"336",34,2006,6282,5309,2657,1979,23829,9340,4674,282,1579,11564,1291,2202,387,0,0,182,840,6069,752,1114,236,0,0,64,426,3059,329,638,103,0,0,6109,781,5599,740,1090,1109,2117,0,2782,520,3286,456,694,689,911,0,1844,155,1321,200,250,283,621,0,434
"337",35,2006,2121,1746,120,571,6539,305,1243,496,741,1965,248,251,92,97,528,62,39,134,16,13,9,6,26,144,177,558,70,73,27,21,173,1759,29,1171,56,227,112,1023,0,105,3,109,4,17,8,58,0,519,11,340,11,77,23,255,0,415
"338",36,2006,13353,11112,5832,3070,56615,19981,8931,4785,6418,18463,3122,7650,0,864,1960,2110,3619,8326,1386,3151,0,424,965,857,574,4383,663,2055,0,62,337,23287,1024,10798,0,4915,1210,1505,0,10634,497,5070,0,2335,596,601,0,5259,191,1885,0,971,247,324,0,NA
"339",37,2006,6413,4194,2648,3032,23105,7323,7745,1308,4156,6838,969,941,35,196,1960,539,1848,3126,427,403,21,101,726,668,1934,3038,485,475,14,72,930,9616,773,4225,0,434,1386,136,0,4022,389,1921,0,239,660,49,0,4581,329,1960,0,168,573,69,0,310
"340",38,2006,948,752,38,617,3160,99,1395,252,491,757,103,491,0,9,98,30,15,34,6,13,0,0,1,161,336,451,65,309,0,5,61,1137,72,451,210,80,58,46,0,35,0,38,4,2,3,1,0,753,31,272,123,53,39,26,0,77
"341",39,2006,11880,8073,4797,6583,39179,11812,14459,2128,6112,14514,1102,2258,233,625,310,934,2637,6105,468,970,160,404,126,1111,3261,7799,608,1225,69,206,173,11170,0,4189,2191,1403,0,3134,0,4920,0,2195,1190,740,0,1145,0,5799,0,1815,942,637,0,1845,0,346
"342",40,2006,6817,4769,1659,3735,24861,4525,9758,1567,4111,6076,1296,683,20,193,4003,344,1225,1414,427,224,5,46,813,911,2164,3115,625,380,10,102,2409,9034,516,4466,329,801,153,2052,0,1991,159,1227,116,210,40,594,0,5081,268,2299,149,464,82,1050,0,790
"343",41,2006,5294,4338,403,2899,21430,1205,9024,1458,2381,6129,123,781,49,547,4668,65,202,506,6,63,6,67,290,833,1289,3368,75,511,35,313,2600,9340,19,3637,2482,253,405,0,0,655,2,216,276,35,21,0,0,5116,11,2006,1540,159,192,0,0,72
"344",42,2006,14209,11707,6122,6318,48651,16022,14571,1149,6688,14456,4682,5750,579,230,908,460,3714,5937,2073,3226,366,88,158,520,2384,6819,2159,1903,152,94,540,23023,1090,5385,1283,2642,851,168,0,10438,495,2478,444,1639,475,53,0,9903,534,2294,721,737,302,80,0,757
"345",44,2006,2032,1511,529,1001,6457,1148,2249,48,1117,1341,1653,91,37,137,0,13,332,340,386,34,7,36,0,23,564,675,872,36,22,56,0,2134,95,563,309,481,11,449,0,528,32,174,71,112,3,121,0,1092,47,244,198,280,4,210,0,97
"346",45,2006,3486,2991,1689,1632,11666,4210,3631,738,931,4245,508,1594,31,132,0,377,461,2328,181,782,17,64,0,336,439,1744,292,746,14,59,0,4307,445,2104,564,677,83,0,0,2039,223,1123,369,424,32,0,0,2048,211,899,184,241,48,0,0,60
"347",46,2006,1356,1109,115,463,4363,209,1053,215,557,1018,0,610,15,7,583,21,28,93,0,31,1,1,34,96,194,312,0,229,5,1,216,1063,161,513,389,20,34,827,0,92,5,32,26,1,0,53,0,395,39,207,147,5,4,256,0,83
"348",47,2006,6612,5812,1963,4185,22071,4957,9572,987,1681,6762,734,1264,37,475,3518,280,561,2280,273,473,12,184,894,648,1039,3993,436,738,24,248,2445,10221,1587,2919,63,0,0,472,0,2814,745,1160,23,0,0,141,0,6733,787,1626,37,0,0,277,0,240
"349",48,2006,16928,10775,4283,5824,62471,12610,15168,4306,12097,13970,3036,3598,81,1141,7012,1280,3606,3996,828,981,21,319,1492,1328,3998,4372,1018,1349,35,318,2627,15388,3464,13958,3321,2529,474,2069,0,3398,1078,4478,1089,824,132,510,0,5257,1255,4198,1287,915,202,689,0,1619
"350",49,2006,2173,1770,156,1373,6556,300,2806,484,578,2042,174,374,183,96,444,33,28,147,11,28,9,11,33,298,395,1275,115,260,136,48,273,2111,161,884,1068,23,105,16,0,153,19,62,58,0,3,1,0,1336,94,561,727,14,60,5,0,371
"351",50,2006,701,618,31,650,2809,70,1988,100,205,1024,242,41,49,9,438,3,8,35,9,1,1,1,12,95,196,966,227,38,48,8,410,1390,3,358,113,35,3,206,0,58,0,5,2,0,0,5,0,1301,3,348,107,34,3,192,0,17
"352",51,2006,4039,3710,1729,1955,15030,5148,5089,924,652,5646,859,1864,300,165,506,447,244,2701,464,821,169,88,192,426,369,2504,349,934,120,64,278,3832,791,2256,1499,1649,1,752,0,1545,376,1121,786,881,1,351,0,1939,364,1018,634,675,0,349,0,309
"353",53,2006,6738,4595,913,4053,23358,2505,9976,236,5232,7415,626,860,16,234,2001,35,822,1086,160,120,0,56,226,160,3035,4446,346,557,12,124,1296,12681,284,2543,322,88,532,163,0,1802,64,415,64,14,120,26,0,7750,127,1561,157,54,225,96,0,478
"354",54,2006,2814,2513,331,2362,9382,827,5541,639,476,2589,1933,233,81,86,496,91,50,325,248,19,14,23,50,529,415,2171,1624,212,66,62,435,3598,327,1410,26,634,397,0,0,422,43,202,5,74,57,0,0,3057,276,1162,21,554,332,0,0,161
"355",55,2006,5443,4015,1710,2905,18448,4961,6249,639,3708,6131,1308,1047,0,171,1,237,1613,2319,442,232,0,117,1,302,1579,2955,690,687,0,36,0,6130,634,1805,1281,298,577,1501,0,2121,316,876,500,169,365,396,0,3142,241,689,665,98,148,844,0,182
"356",56,2006,1159,955,45,886,3432,111,1754,31,380,700,230,547,26,9,284,6,11,38,6,30,6,0,12,24,296,535,176,424,18,4,221,1416,26,123,44,76,70,272,0,69,0,2,1,9,6,11,0,1098,18,107,36,62,44,190,0,0
"357",72,2006,3420,1965,613,31,14236,2035,87,402,3574,4289,116,607,59,162,1607,59,572,789,36,125,22,44,388,3,28,35,2,3,0,0,16,4847,2243,1894,797,664,44,327,0,1046,336,286,191,127,8,41,0,38,30,11,3,3,1,1,0,370
"358",1,2007,3937,3032,1619,2117,14837,4923,5575,601,1837,5084,279,1436,68,293,1059,260,729,2367,137,757,32,163,329,330,1058,2484,134,660,33,122,662,5034,1510,1861,2081,0,0,414,0,2047,687,803,1161,0,0,225,0,2729,777,1013,881,0,0,175,0,100
"359",2,2007,920,712,90,283,3830,297,946,100,724,1044,0,235,11,76,720,15,76,128,0,16,0,11,51,30,225,329,0,70,4,23,265,1332,23,916,77,97,176,111,0,103,0,122,7,10,24,13,0,450,7,304,25,33,56,28,0,137
"360",4,2007,7398,5048,951,3016,23911,2127,7014,576,4908,6746,1601,1596,151,450,142,51,594,820,239,284,30,54,14,236,1959,3043,698,621,77,170,65,7366,706,3928,418,1448,114,1876,0,832,93,473,75,222,20,315,0,3201,265,1750,171,669,56,642,0,151
"361",5,2007,4086,3775,1321,2522,11490,2551,4439,425,638,3897,292,1020,58,126,943,107,236,1397,91,352,14,55,298,284,383,2269,189,609,43,61,597,4749,394,989,0,601,31,499,0,1543,168,364,0,242,6,163,0,2936,210,575,0,335,23,295,0,601
"362",6,2007,41316,31122,9014,10113,157760,31319,28112,10021,29821,44286,7332,6241,472,7301,10970,2267,8602,11809,2434,1782,164,2097,2164,2828,5983,11400,2172,1589,153,1578,2409,31051,5321,27290,12864,4815,11551,23552,0,6461,2489,6311,4091,1793,4845,5329,0,7769,956,6970,3487,1234,2071,5625,0,677
"363",8,2007,6431,4759,962,3009,20793,2234,6814,1361,2603,5278,529,3682,208,178,252,202,328,821,100,661,28,39,15,690,1161,2480,251,1768,106,48,154,9091,960,1682,745,1455,65,25,0,1336,199,261,136,247,16,3,0,4346,385,779,367,729,35,13,0,651
"364",9,2007,2684,1454,966,909,11615,3360,2994,534,951,2419,467,993,12,28,187,186,385,923,195,378,5,10,57,204,320,740,156,343,3,4,63,2242,873,1443,0,2338,79,0,0,834,377,517,0,920,40,0,0,727,277,514,0,786,16,0,0,292
"365",10,2007,1110,928,665,345,3206,1247,683,109,258,937,150,515,2,16,108,60,145,549,81,351,1,10,49,42,97,311,61,127,1,6,38,1010,60,394,398,0,60,109,0,602,41,228,243,0,37,68,0,288,19,148,146,0,19,36,0,15
"366",11,2007,586,463,540,7,3529,2815,22,345,487,1235,240,215,262,88,0,333,478,1181,221,207,245,84,0,4,4,8,0,3,1,0,0,597,11,688,947,52,397,29,0,561,9,669,914,47,388,28,0,10,0,8,3,0,1,0,0,42
"367",12,2007,19358,8900,7519,9567,67118,19479,23067,3395,22897,15168,1677,3903,65,585,5,1122,9227,6225,784,1843,17,224,0,1908,11311,7123,745,1640,37,276,5,24338,1212,10647,2620,307,3999,4575,0,9661,593,4293,1329,153,1631,1796,0,11864,504,5222,1038,121,2025,2261,0,1654
"368",13,2007,9026,7149,4436,3922,30837,10956,9578,1181,4784,11556,1807,1640,0,258,582,522,2383,5837,1004,817,0,153,239,582,2235,4905,707,756,0,94,297,14920,1505,3266,844,1138,33,105,0,7223,971,1562,530,576,27,67,0,6730,472,1514,292,534,5,31,0,796
"369",15,2007,1447,950,75,654,5172,197,1660,167,1359,1773,129,167,0,100,0,9,68,101,9,5,0,3,0,84,573,816,58,79,0,38,0,2168,120,682,246,7,154,96,0,109,4,51,11,0,3,4,0,992,58,298,106,3,57,30,0,70
"370",16,2007,1560,1361,40,1211,4914,98,2530,305,490,1539,110,257,0,17,636,11,4,48,1,4,0,0,30,201,378,1162,89,214,0,10,476,1706,100,751,21,152,25,527,0,47,3,26,1,4,1,15,0,1322,62,540,14,118,17,396,0,324
"371",17,2007,5004,2847,2334,2244,28782,14142,7722,2049,7009,7601,329,1611,2554,210,2414,1225,4054,4432,213,1062,1931,150,1074,666,2417,2517,87,432,460,36,1107,4812,0,6611,448,6843,2333,2731,0,2220,0,3587,311,4863,1511,1650,0,2134,0,2516,101,1515,641,815,0,5
"372",18,2007,7833,6679,2345,4913,26756,6484,11202,0,2550,10957,521,2551,221,180,1935,0,944,3656,121,894,95,80,689,0,1515,6502,373,1486,116,78,1129,9813,282,4379,1691,0,521,2237,0,3183,120,1715,641,0,144,681,0,5973,147,2405,956,0,344,1377,0,791
"373",19,2007,5210,4255,800,3485,18995,2197,9523,1292,1633,2955,1369,428,143,101,5864,262,240,477,226,57,22,20,893,810,1168,2000,990,331,110,70,4044,7638,607,2126,1589,0,142,0,0,1225,71,431,229,0,15,0,0,5255,471,1370,1219,0,104,0,0,248
"374",20,2007,4075,3039,785,2858,14290,2165,7030,1115,1939,3877,224,546,74,178,2247,267,424,845,70,119,20,57,358,745,1369,2622,133,364,48,95,1647,6414,0,2536,0,836,417,11,0,1196,0,708,0,164,93,4,0,4511,0,1612,0,593,307,6,0,343
"375",21,2007,5790,4602,1077,4365,18451,2707,9238,2371,1869,4254,66,1937,194,314,1656,517,296,893,16,421,45,103,416,1665,1506,3119,48,1427,138,202,1133,6878,338,2811,495,700,12,1,0,1338,87,708,122,181,3,1,0,5144,246,1922,355,506,8,0,0,552
