"st","datayear","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","kin.fc.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","kin.fc.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","kin.fc.nat.am","cl.latino","ent.latino","reun.latino","lifelos.latino","grp.inst.latino","kin.fc.latino","cl.asian","ent.asian","reun.asian","lifelos.asian","grp.inst.asian","kin.fc.asian","cl.unk","ent.unk","reun.unk","lifelos.unk","grp.inst.unk","kin.fc.unk","cl.haw.pi","ent.haw.pi","reun.haw.pi","lifelos.haw.pi","grp.inst.haw.pi","kin.fc.haw.pi","cl","ent","grp.inst","reun","lifelos","kin.fc"
"TX",2006,12610,4283,2402,777.82537668517,1809,3606,15007,5777,3436,636.572999267009,2348,3950,252,95,57,709.095238095238,31,73,16987,6427,3515,628.054512274092,2382,4281,199,73,41,603.27135678392,22,33,456,264,86,359.521929824561,36,146,32,9,11,482.0625,6,8,45543,16928,6634,9548,669.879059350504,12097
"UT",2006,300,156,79,464.536666666667,39,28,2761,1350,745,504.74972835929,371,391,273,103,65,588.860805860806,29,32,946,505,269,396.056025369979,86,114,31,13,8,712.41935483871,4,3,17,12,3,169.411764705882,13,1,55,34,8,403.981818181818,6,9,4383,2173,548,1177,482.68012776637,578
"VA",2006,5148,1729,626,936.801087801088,1285,244,5067,1952,807,710.264258930334,1280,368,15,4,1,607.5,3,0,602,284,74,558.019933554817,136,34,56,22,9,751.25,7,0,86,46,25,394.953488372093,9,5,16,2,4,626.3125,3,1,10990,4039,2723,1546,805.501410244746,652
"VT",2006,70,31,17,614.285714285714,10,8,1986,650,427,719.838028169014,265,196,4,1,3,1390.25,0,0,16,3,6,742.625,1,1,2,1,1,80.5,1,0,27,14,9,405,6,0,1,1,1,75,0,0,2106,701,283,464,712.833017077799,205
"WA",2006,2505,913,642,820.514570858283,280,822,9357,3798,2885,586.797157208507,849,2795,2108,784,546,685.493358633776,148,825,1931,854,629,560.266183324702,154,563,254,111,90,531.07874015748,22,70,355,235,121,274.30985915493,27,107,110,43,39,547.3,6,50,16620,6738,1486,4952,623.671540312876,5232
"WI",2006,4960,1710,1243,1076.54988913525,674,1613,6134,2854,2125,554.245642612803,1360,1552,661,299,215,562.723146747353,106,198,904,409,301,620.469026548673,131,276,177,88,77,538.38418079096,45,21,144,73,70,411.125,37,38,19,10,8,326,2,10,12999,5443,2355,4039,756.388465974625,3708
"WV",2006,827,331,219,711.429262394196,267,50,5506,2351,1490,629.794406102434,1826,415,13,5,6,455.769230769231,3,1,103,45,26,454.242718446602,26,0,5,2,2,312.8,2,0,87,70,34,218.195402298851,33,10,27,10,7,788.037037037037,9,0,6568,2814,2166,1784,631.933008526188,476
"WY",2006,111,45,45,484.45045045045,36,11,1745,880,676,463.195415472779,596,292,52,31,23,405.807692307692,23,8,250,137,107,415.284,82,52,10,6,2,366.2,3,2,101,57,56,271.831683168317,36,15,4,3,4,261.75,1,0,2273,1159,777,913,448.366476022877,380
"AK",2005,251,74,49,580.335968379447,16,57,639,232,105,520.696923076923,76,137,1353,472,249,495.20617816092,167,426,62,27,28,322.515151515152,4,13,16,9,2,529.75,2,3,12,8,8,147.916666666667,2,0,17,8,4,619.555555555556,2,5,2350,830,269,445,505.730785209805,641
"AL",2005,4693,1569,1877,1079.7344372249,889,756,5205,2131,2486,717.113597572539,779,965,22,5,9,822.272727272727,3,6,243,128,136,468.930041152263,16,22,11,1,5,1077.54545454545,1,3,14,7,7,427.285714285714,2,2,4,3,3,661.5,0,0,10192,3844,1690,4523,878.823176629909,1754
"AR",2005,2181,1100,820,616.436497019716,344,113,3978,2258,1776,433.100050276521,670,169,95,35,29,681.578947368421,17,5,260,168,92,341.219230769231,28,14,39,25,17,178.564102564103,6,0,24,9,14,481.166666666667,5,0,33,20,18,275.242424242424,4,3,6610,3615,1074,2766,491.434493192133,304
"AZ",2005,2043,883,552,731.015173764072,606,492,6943,3210,1860,551.050698545297,1555,1928,1023,511,263,517.336265884653,266,283,5494,2612,1439,502.953039679651,1211,1778,64,27,22,558.90625,13,18,419,270,167,267.439140811456,110,124,57,33,21,336.070175438596,15,14,16043,7546,3776,4324,547.207567163249,4637
"CA",2005,34608,8928,5492,1535.39679283444,5034,9789,30010,10801,6941,877.631768351604,4741,6245,3243,1133,635,897.757015109467,304,806,49145,18481,11068,838.386936616136,5904,12328,3129,1299,827,752.218919782678,449,714,281,205,150,224.544483985765,125,17,552,228,124,663.855072463768,73,157,120968,41075,16630,25237,1044.67913797522,30056
"CO",2005,2169,982,672,612.195020746888,697,312,7636,3772,2710,528.116684127816,2316,1232,372,169,115,558.814516129032,119,43,5023,2625,1822,471.218196297034,1329,988,136,74,56,534.823529411765,38,17,7,0,0,2039.57142857143,3,0,52,29,11,421.711538461538,20,10,15395,7651,4522,5386,522.526794413771,2602
"CT",2005,3555,1099,684,1091.96315049226,800,568,3204,1091,618,920.392946317104,784,536,40,9,5,891.45,1,12,2480,777,502,963.916129032258,575,338,45,12,16,929.311111111111,7,3,124,74,30,478.266129032258,56,9,12,1,1,801.916666666667,2,3,9460,3063,2225,1856,990.252114164905,1469
"DC",2005,3300,748,505,1304.98818181818,368,632,7,3,0,1020.57142857143,0,0,2,2,2,4,0,0,94,39,29,921.021276595745,16,10,7,2,1,798.428571428571,0,1,151,125,65,276.543046357616,22,43,7,0,1,544.857142857143,5,0,3568,919,411,603,1247.57567264574,686
"DE",2005,959,547,305,444.764033264033,310,118,562,306,183,417.377659574468,159,86,5,3,1,156.8,5,0,105,64,42,407.419047619048,33,7,4,3,3,178,0,0,NA,NA,NA,NA,NA,NA,2,2,2,20.6666666666667,2,0,1637,925,509,536,430.676202069385,211
"FL",2005,20439,8275,6362,755.39316992025,2734,9640,24509,11603,8208,531.603410991881,2641,11867,147,42,66,675.299319727891,7,68,4424,2056,1395,578.650542495479,608,1961,153,75,54,501.830065359477,18,72,137,74,37,409.481751824818,16,68,42,22,9,481.952380952381,4,17,49851,22147,6028,16131,627.487693326112,23693
"GA",2005,12576,5183,4302,714.7925413486,2174,1979,11005,4970,3704,551.726124488869,1773,2172,41,27,21,366.317073170732,4,9,1161,565,475,460.717484926787,142,106,75,44,34,346.96,8,15,153,88,67,347.300653594771,20,17,18,10,9,512.5,1,2,25029,10887,4122,8612,627.243317751408,4300
"HI",2005,234,97,80,632.081196581197,13,68,433,191,150,549.515011547344,47,73,196,88,28,609.117346938776,11,63,49,24,15,536,7,15,2092,819,546,577.715105162524,100,874,196,112,108,320.94387755102,5,70,1563,562,418,644.291746641075,122,583,4763,1893,305,1345,589.966617677934,1746
"IA",2005,1651,955,447,425.870381586917,497,93,8425,4851,2758,403.515489614243,3222,479,261,155,89,378.452107279694,84,21,620,391,222,346.379032258065,156,38,130,79,44,321.938461538462,42,10,391,324,146,168.222506393862,117,35,41,26,14,238.90243902439,17,1,11519,6781,4135,3720,393.583036721938,677
"ID",2005,74,31,19,583.635135135135,14,7,2391,1303,891,445.781263069845,383,414,296,129,86,633.945945945946,35,57,439,245,143,456.414578587699,40,92,10,2,3,674,1,0,6,6,5,1.5,0,1,11,6,3,492.727272727273,3,0,3227,1722,476,1150,467.689804772234,571
"IL",2005,15855,2815,1612,1808.58924066599,1346,5036,7766,2442,1417,927.127478753541,517,2255,19,4,3,1148.26315789474,2,3,1466,349,235,1423.65279672578,105,367,48,24,4,763.75,3,9,501,113,60,1178.06187624751,31,151,NA,NA,NA,NA,NA,NA,25655,5747,2004,3331,1505.02120361709,7821
"IN",2005,6118,2492,1327,715.964040536123,1031,912,10221,4542,2891,591.608942373545,1851,1055,315,122,83,565.377777777778,39,35,660,338,168,536.930303030303,113,39,41,25,13,502.463414634146,10,4,43,18,7,1336.58139534884,14,4,13,4,4,502.615384615385,1,1,17411,7541,3059,4493,634.32192292229,2050
"KS",2005,1824,551,272,913.546600877193,153,337,6042,2263,1480,640.30652101953,451,1116,127,43,27,660.259842519685,14,17,488,168,132,707.385245901639,47,66,42,18,15,423.309523809524,5,2,249,74,76,599.991967871486,11,60,1,0,0,905,0,0,8773,3117,681,2002,698.983244044227,1598
"KY",2005,2662,1171,696,693.596168294515,745,299,9475,4433,3134,558.530237467019,2122,1405,43,13,8,981,10,1,82,35,23,594.09756097561,17,2,28,14,6,492.5,6,1,412,281,181,326.252427184466,69,48,12,3,7,347,4,2,12714,5950,2973,4055,580.595878559069,1758
"LA",2005,4066,1654,1089,876.865223807181,856,598,3374,1628,867,601.712507409603,487,653,24,7,5,858,5,8,57,37,11,455.385964912281,9,18,16,10,5,642.6875,2,4,58,35,18,557.655172413793,9,5,NA,NA,NA,NA,NA,NA,7595,3371,1368,1995,748.477682685978,1286
"MA",2005,4137,1328,933,1026.78438481992,641,562,9212,3125,2294,861.545918367347,1543,1632,101,41,10,928.118811881188,20,17,4010,1346,979,907.783291770574,567,541,405,150,155,805.125925925926,28,51,645,257,192,620.896124031008,60,106,16,5,6,715.875,0,0,18526,6252,2859,4569,899.078430314153,2909
"MD",2005,9961,2205,860,1553.37295452264,1865,3493,3070,954,363,935.587622149837,670,585,27,7,1,1272.96296296296,6,7,225,87,28,707.857777777778,37,30,46,16,7,724.934782608696,9,9,212,84,30,627.981132075472,29,62,5,0,0,1552,3,0,13546,3353,2619,1289,1381.46161228407,4186
"ME",2005,137,42,22,910.613138686131,18,15,2814,562,354,1224.1776830135,529,408,73,22,7,968.986301369863,11,5,89,25,20,857.415730337079,10,19,26,11,3,832.807692307692,3,6,185,51,45,787.189189189189,29,35,9,3,0,1045.44444444444,0,4,3333,716,600,451,1168.11521152115,492
"MI",2005,15358,4150,2814,903.9142578125,2389,4957,12719,4412,2589,628.274192280481,1582,3767,508,176,99,656.661417322835,81,138,1092,392,237,593.339743589744,85,362,82,38,17,585.536585365854,10,30,164,73,8,603.518292682927,43,51,120,55,20,550.516666666667,49,26,30043,9296,4239,5784,767.829167637368,9331
"MN",2005,3597,1922,1429,563.19927737632,1210,738,7283,4206,2913,454.521900315804,2391,1405,1987,1108,672,578.321590337192,467,538,818,513,370,358.819070904645,269,131,347,234,188,318.322766570605,148,45,268,199,145,174.335820895522,109,65,24,14,14,325.208333333333,8,5,14324,8196,4602,5731,484.767748691099,2927
"MO",2005,5233,1588,1850,1055.28530479648,754,1003,11759,4567,5806,644.044306488647,1292,2048,100,33,41,751.12,6,12,400,187,185,487.3325,25,85,38,20,24,487.210526315789,2,10,105,48,51,574.504761904762,24,15,11,8,5,232,0,3,17646,6451,2103,7962,762.045732743965,3176
"MS",2005,2468,984,592,761.331847649919,635,868,2307,992,677,594.331166016472,578,953,15,6,3,642,4,6,70,39,13,519.971428571429,19,15,13,4,7,341.461538461538,1,4,52,21,33,293.134615384615,8,14,3,2,1,369.666666666667,0,1,4928,2048,1245,1326,673.073863636364,1861
"MT",2005,87,35,19,720.35632183908,14,21,1774,731,390,670.582863585118,295,505,1266,552,289,729.544233807267,158,400,106,41,19,501.584905660377,12,40,19,8,9,517.526315789474,2,5,112,60,35,502.517857142857,13,27,7,5,1,491.714285714286,0,3,3371,1432,494,762,681.878671017502,1001
"NC",2005,7110,2591,1553,767.615049226442,1364,1825,7458,3198,1738,604.181281844999,1541,1895,389,147,150,514.907455012853,37,149,922,438,250,480.946854663774,133,174,90,56,32,392.577777777778,4,13,59,28,13,416.491525423729,1,15,152,71,42,427.098684210526,4,32,16180,6529,3084,3778,663.305500618047,4103
"ND",2005,94,41,17,581.840425531915,22,15,1345,643,333,513.564312267658,422,311,694,336,145,578.688760806916,189,153,111,66,32,344.765765765766,14,27,32,11,5,672.875,2,4,NA,NA,NA,NA,NA,NA,5,1,1,407.6,1,0,2281,1098,650,533,529.980710214818,510
"NE",2005,1424,524,326,778.510533707865,312,208,6071,2433,1768,615.306374567617,1039,896,879,414,238,611.93401592719,161,135,958,415,329,533.026096033403,166,139,42,20,20,468.571428571429,3,4,277,134,93,557.014440433213,37,30,5,2,2,480.4,4,0,9656,3942,1722,2776,628.524026512013,1412
"NH",2005,130,38,22,923.153846153846,29,18,1374,425,237,1038.58005822416,413,215,17,2,4,1294.70588235294,5,1,82,32,12,893.512195121951,13,14,9,2,2,1109.66666666667,1,1,109,46,19,894.345454545455,27,13,5,3,0,776.8,1,2,1726,548,489,296,1015.95020266358,264
"NJ",2005,10342,2670,4281,1001.97624106625,1927,274,4651,1715,2537,661.756217838765,1080,92,30,11,15,886.6,6,1,1195,416,542,844.980785296575,332,21,52,24,25,621.490566037736,15,1,1924,975,1150,446.103626943005,292,40,2,0,0,1529.5,1,0,18196,5811,3653,8550,844.537081733406,429
"NM",2005,308,136,79,634.237012987013,33,48,1197,534,431,496.414369256475,147,227,461,276,183,386.381778741866,112,76,2210,1149,771,481.521719457014,210,450,10,7,6,206.8,3,0,162,139,123,101.456790123457,35,17,7,0,1,717.428571428571,0,0,4355,2241,540,1594,471.954994259472,818
"NV",2005,2062,956,626,694.706595538312,471,440,3823,1680,1151,615.325398901386,725,838,133,64,36,751.466165413534,33,30,1425,791,493,427.621754385965,328,306,108,52,37,428.518518518519,24,9,49,43,33,158,25,3,120,62,54,552.916666666667,41,18,7720,3648,1647,2430,597.739896373057,1644
"NY",2005,20776,4684,3593,1386.84880368982,4960,3560,9583,3222,2524,815.14117278798,3033,506,142,54,48,600.5,48,5,8412,2008,1616,1206.4359430605,1947,1445,233,55,59,995.618025751073,74,32,5908,1260,1121,1583.96994258696,1675,646,NA,NA,NA,NA,NA,NA,45054,11283,11737,8961,1253.09604432133,6194
"OH",2005,13029,4970,3469,759.177680558754,1723,2698,15476,6774,4703,579.106422848281,2072,3169,126,57,25,690.222222222222,16,14,715,336,228,529.872727272727,62,136,74,50,34,418.310810810811,10,12,211,112,72,551.336492890995,27,43,16,12,4,674.4375,1,3,29647,12311,3911,8535,656.979863055284,6075
"OK",2005,4270,1768,1050,720.781967213115,665,1084,7351,2919,2006,615.898925316283,806,1604,4265,1726,967,620.725205158265,364,820,1296,595,372,513.083333333333,157,274,140,69,49,422.857142857143,27,33,7,3,4,559,3,1,86,28,23,485.06976744186,11,15,17415,7108,2033,4471,632.925064599483,3831
"OR",2005,1138,423,192,1105.6985940246,76,168,8940,3359,1904,786.384899328859,756,1393,2003,766,395,682.312531203195,114,394,1703,739,429,633.258954785672,85,310,125,48,31,719.696,10,24,2092,847,475,640.420650095602,124,348,38,15,4,729.421052631579,5,3,16039,6197,1170,3430,760.09215038344,2640
"PA",2005,16518,6370,4174,805.720123501635,5593,3618,14916,6637,4581,612.434872963733,4332,2123,64,33,21,718.609375,14,6,2511,1047,679,631.495420151334,798,261,169,76,43,628.282352941176,78,19,1092,495,265,543.645604395604,238,255,1,0,0,2047,0,0,35271,14658,11053,9763,702.485413772574,6282
"PR",2005,1668,392,314,1203.52817745803,111,463,66,21,16,1257.9696969697,11,22,30,8,6,1171.9,1,19,6722,1502,1261,1343.23337795627,432,2175,14,3,2,1308.5,1,3,14,1,5,1964.64285714286,1,4,20,9,2,663.9,0,7,8534,1936,557,1606,1314.0396016403,2693
"RI",2005,950,367,196,737.384210526316,317,280,2063,812,535,687.057198254969,812,461,55,16,6,818,11,19,614,269,157,601.698697068404,249,136,83,41,13,676.301204819277,35,21,92,51,24,460.576086956522,31,24,10,5,1,462.1,2,6,3867,1561,1457,932,681.529350918024,947
"SC",2005,4010,1505,1006,963.872319201995,835,382,3485,1528,1121,626.267431850789,958,430,16,7,4,684.625,4,1,272,168,98,401.389705882353,69,27,19,11,7,535.052631578947,3,2,12,8,5,155,3,1,14,7,2,520.857142857143,4,3,7828,3234,1876,2243,790.383239652529,846
"SD",2005,139,77,37,545.553956834532,38,25,941,438,266,564.804463336876,210,176,1680,798,488,489.998214285714,351,346,102,41,36,557.009803921569,13,13,14,10,2,312.642857142857,1,4,1,1,1,2,0,0,7,3,4,193.714285714286,1,2,2884,1368,614,834,517.704576976422,566
"TN",2005,5046,2037,1411,769.597304795878,657,756,9468,4539,2976,530.349387410224,1127,1263,41,16,15,511.560975609756,6,3,559,274,185,474.073345259392,41,31,42,18,16,617.02380952381,1,4,276,169,105,318.815217391304,28,41,6,3,4,289.333333333333,2,2,15438,7056,1862,4712,602.821673791942,2100
"TX",2005,11674,4502,1947,787.853263662841,1771,2944,13460,5670,2601,641.477265973254,2286,3302,247,88,46,727.886639676113,32,54,15154,6390,2603,631.932625049492,2382,3115,198,103,41,596.282828282828,17,36,277,162,39,436.086642599278,27,78,33,18,7,572.818181818182,7,9,41043,16933,6522,7284,678.447993567722,9538
"UT",2005,259,139,66,454.517374517374,34,14,2701,1354,801,521.206960385043,372,332,252,114,45,580.916666666667,25,26,939,539,316,398.986155484558,68,123,30,11,8,592.533333333333,2,3,19,15,6,136.789473684211,6,0,69,43,39,238,5,17,4269,2215,512,1281,488.014991801359,515
"VA",2005,4969,1529,696,987.359629704166,1192,243,4806,1733,938,738.924901185771,1243,287,19,6,1,464.263157894737,6,0,505,192,123,590.885148514851,121,24,51,20,7,778,11,0,61,28,12,530.16393442623,13,2,27,10,4,517,8,3,10438,3518,2594,1781,847.9161797107,559
"VT",2005,50,18,8,700.86,9,1,2041,728,424,704.735092864125,340,182,3,0,0,1491.33333333333,0,0,23,13,8,675.521739130435,1,3,5,2,3,466,0,0,23,9,4,360.217391304348,3,2,NA,NA,NA,NA,NA,NA,2145,770,353,447,701.189302325581,188
"WA",2005,2391,781,604,839.284818067754,238,745,9258,4135,2775,568.307301793044,888,2741,2007,841,497,671.406078724464,162,649,1795,811,568,534.899164345404,148,463,255,136,87,477.862745098039,29,75,370,246,145,258.843243243243,36,111,116,54,40,453.568965517241,9,45,16192,7004,1510,4716,608.079051383399,4829
"WI",2005,5290,1832,1182,1134.76885553471,705,1860,6266,3091,2196,532.154294720252,1674,1420,593,295,150,581.021775544389,116,168,880,397,288,631.502780867631,127,283,166,94,65,502.717647058824,50,26,164,111,78,301.64880952381,36,41,17,10,8,358.333333333333,4,8,13376,5830,2712,3967,774.895911879944,3806
"WV",2005,866,343,144,846.976905311778,287,39,6016,2408,1141,810.402925531915,2013,313,15,7,4,576.6,5,0,86,36,13,701.686046511628,25,3,4,3,0,173.5,1,0,98,40,37,501.15306122449,31,4,27,9,2,778.296296296296,7,1,7112,2846,2369,1341,808.307227221597,360
"WY",2005,93,43,21,510.89247311828,36,10,1805,926,758,463.316343490305,642,295,50,38,18,337.4,26,4,225,117,90,391.831111111111,84,46,5,4,1,379.8,2,3,101,73,46,211.346534653465,36,12,2,2,1,445.5,2,0,2281,1203,828,935,444.088996054362,370
"AK",2004,196,59,37,777.035714285714,10,56,694,216,133,660.801152737752,71,153,1563,376,304,585.188099808061,132,441,51,9,13,673.235294117647,1,18,9,0,0,537.111111111111,0,0,27,5,4,1066.18518518519,0,13,NA,NA,NA,NA,NA,NA,2540,665,214,491,627.362204724409,681
"AL",2004,4254,1527,1855,999.23180032355,786,735,4485,1941,2334,669.619110234495,720,896,25,13,11,594.76,1,5,186,102,126,391.261780104712,17,20,15,7,7,528.133333333333,2,5,14,8,9,430,0,1,1,0,0,2152,0,0,8980,3598,1526,4342,819.226441939367,1662
"AR",2004,2132,1041,985,623.430581613508,295,98,3858,2206,2094,418.023846552618,634,86,76,23,24,623.026315789474,13,2,236,165,140,279.703389830508,40,9,31,18,21,345.193548387097,7,0,31,21,16,379.161290322581,4,0,25,12,11,361.92,1,2,6389,3486,994,3291,483.135545468774,197
"AZ",2004,1789,811,383,766.322526551146,596,433,6399,3122,1592,555.915768088764,1602,1769,848,440,249,495.439858490566,268,212,4734,2477,1225,496.310308407267,1293,1518,79,31,24,595.481012658228,19,15,412,268,141,285.242718446602,128,118,41,24,8,330.317073170732,7,14,14302,7173,3913,3622,550.694168647742,4079
"CA",2004,36743,8803,5640,1566.7598726288,5255,10773,31673,10905,7583,893.416853471411,5146,6639,3246,1107,735,915.187615526802,326,810,48120,17002,10758,871.15313480601,6054,11716,3100,1179,849,775.75,430,722,250,181,138,211.892,73,16,541,189,145,682.733826247689,72,149,123673,39366,17356,25848,1080.12408428611,30825
"CO",2004,2224,979,653,642.276528776978,694,334,7866,3890,2785,523.287439613527,2476,1216,419,204,155,510.100238663485,120,64,5078,2626,1992,453.511811023622,1411,898,134,61,47,567.5,44,15,13,0,1,1770.07692307692,4,1,37,22,9,424.189189189189,11,4,15771,7782,4760,5642,518.412794015089,2532
"CT",2004,3751,1117,859,982.285257264729,599,478,3283,1062,720,856.557416996649,635,329,51,17,13,656.117647058824,2,9,2527,891,574,849.15512465374,416,274,60,29,17,667.35,13,2,80,36,31,415.5625,15,2,15,4,3,634.4,2,4,9767,3156,1682,2217,896.765537012389,1098
"DC",2004,3524,715,475,1290.28859250851,359,597,8,2,2,1285.375,1,3,1,0,0,659,0,0,78,23,16,847.589743589744,8,0,14,5,2,630.071428571429,1,2,63,29,36,719.555555555556,10,12,5,3,0,15.6,2,0,3693,777,381,531,1266.79176821013,614
"DE",2004,926,484,348,462.950431034483,342,98,575,334,221,393,208,70,2,1,1,390.5,1,0,89,57,35,430.044943820225,32,5,2,2,1,125.5,1,0,1,1,1,1,1,0,1,1,0,10,1,0,1596,880,586,607,434.862327909887,173
"FL",2004,21272,7721,6839,782.704964272283,2682,10041,23981,10390,8206,559.692756765773,2473,11424,173,68,58,662.832369942197,12,88,4154,1609,1328,620.313432835821,554,1733,160,65,71,531.325,17,57,175,64,60,481.148571428571,20,75,46,15,17,569.934782608696,6,12,49961,19932,5764,16579,659.686035107384,23430
"GA",2004,13142,5723,4522,722.444875599178,2021,2033,10769,5148,3726,547.096202061473,1555,1980,32,13,13,596.34375,5,0,1130,675,468,406.994690265487,129,93,74,44,39,358.716216216216,9,4,141,86,57,313.234042553192,17,12,21,10,9,563.285714285714,0,2,25309,11699,3736,8834,630.118490715132,4124
"HI",2004,283,122,106,548.049469964664,16,70,515,274,215,502.747572815534,42,100,175,69,51,596.748571428571,7,63,62,37,32,441.016129032258,7,15,2104,922,568,523.865494296578,90,853,234,144,122,288.461538461538,10,79,1714,691,479,593.134772462077,92,587,5087,2259,264,1573,537.081383919796,1767
"IA",2004,1425,723,471,460.437894736842,537,7,8194,4525,3185,406.169148157188,3667,44,246,115,77,553.126016260163,82,0,555,292,192,423.333333333333,152,3,137,86,58,281.496350364964,57,0,271,194,125,194.025830258303,121,1,40,27,13,256.825,16,0,10868,5962,4632,4121,410.076555023923,55
