"stname","year","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","cl","ent","reun","lifelos","grp.inst","state","tot","child","child.pov","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","adult","welf","wht.welf","w.adult","b.adult","a.adult","l.adult","blk.welf","latino.welf","amind.welf","wht.unemp","blk.unemp","latino.unemp","amind.unemp","unemp","wht.emp","blk.emp","latino.emp","amind.emp","emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","singpar","wht.f","blk.f","amind.f","f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","incar.f","incar.m","statename","inst6014_nom","St","v.crime.rt","pctblk1930","pctimm1930","pctami1930","boarding.n","board"
"NJ",2014,5638,2227,1468,639.161956905687,444,3503,1547,951,503.451254275941,206,24,15,7,360.125,0,11847,5056,3298,563.800673400673,808,34,8874374,2035923,328906,5130116,1013578,79077,0.0723567596787465,1203352,303441,92828,0.144981184117685,17676,5013,1686,0.2234409553295,0.11689195085064,1650090,484388,140390,0.291218796631174,1975471,129405,26213,341522,6838451,107194,40375,4116538,899911,12663,1165702,34561,27452,547,228326,97650,91915,1056,451384,2535839,509527,760068,6951,4240572,170900,202723,2238,156197,550490,2140604,487916,6578,3552600,21394,9585,4392,409,12588,484,5,1,1008,20386,"New Jersey",54.12435,"New Jersey",261.2,0.052961313953019,0.210113532318642,4.49311961264829e-05,0,FALSE
"NM",2014,301,138,79,528.12292358804,17,1022,539,354,447.858121330724,81,523,280,146,477.166347992352,67,4174,2120,1340,462.819357930043,321,35,2080074,510323,158267,825394,131455,19089,0.0581678128767163,42036,10533,3324,0.114393061273432,194216,57948,24784,0.222001909377983,0.162822975922418,977628,300898,110333,0.276382986840982,231152,21058,9275,82934,1569751,26258,8447,693939,31503,136268,676730,740,13080,3578,28613,1901,48801,13631,94126,387808,17745,390967,64604,881542,5139,117762,28472,34207,185614,353367,13886,70406,800645,6948,3798,1526,181,465,38,443,69,673,6275,"New Mexico",40.63606,"New Mexico",597.4,0.00709350576941856,0.0569295007878273,0.0704229681493487,14,TRUE
"NV",2014,2458,1075,843,561.901545972335,190,3137,1292,908,530.792795664648,269,201,76,51,692.457711442786,23,7793,3343,2440,526.934684973694,639,32,2761584,660701,150827,1455238,252858,33559,0.0754710323245643,229465,60871,23026,0.130060169162945,29753,6877,2445,0.167082813150229,0.150122976802028,752328,264454,82361,0.386152181191071,562853,35169,9948,151886,2100883,39167,19036,1202380,168594,22876,487874,6044,9772,810,80376,20061,45100,2898,164772,689780,90307,321833,11978,1248994,35463,91545,3235,66419,216043,591147,84286,12158,1047772,12693,5876,4975,664,3367,237,209,25,1111,11582,"Nevada",42.92275,"Nevada",635.6,0.00494195061872431,0.166356703041664,0.0476970466173647,0,FALSE
"NY",2014,11060,2781,2118,1231.59068716094,2251,6834,2570,1602,735.006145741879,1521,143,59,35,732.916083916084,23,32276,9691,6436,974.203897632916,5650,36,19594330,4269960,1007031,11221831,2131051,307826,0.0798759287347989,3058984,740928,258248,0.186093811778144,72222,18048,6410,0.246876594989237,0.148087110887034,3560601,993900,357522,0.34336032020904,4573597,270441,82899,1026411,15324370,306760,109079,9090780,2318056,54174,2566701,99647,78297,1613,419181,208824,192581,4471,889465,5539271,1271825,1529442,29473,9157917,428380,466648,8035,408948,1351067,4705965,1280304,27681,8013454,52362,22205,11616,1012,24761,885,364,27,2335,50027,"New York",81.15486,"New York",381.8,0.0327254784399775,0.26090113387108,0.000628304299782389,0,FALSE
"OH",2014,8558,3914,2580,567.596284178546,1493,12085,5403,3780,486.129747621018,1398,126,61,38,533.34126984127,9,21859,9924,6752,515.458483919667,3030,39,11560380,2670902,650088,9311470,1966628,351743,0.100634882061497,1409964,387329,195841,0.170533333173809,21448,3970,1397,0.196958866722984,0.11321894818491,379318,141632,53351,0.280626073059854,520396,48030,12335,74368,8889478,178932,117919,7344842,1022635,17478,237686,46756,7419,684,378116,122175,18726,1703,538836,4455881,531122,152611,8600,5315341,255471,61314,1807,490149,874625,3794343,547930,8693,4604533,51521,22189,23767,3114,21963,1029,66,8,4209,47312,"Ohio",11.85876,"Ohio",284.9,0.0442433212060607,0.0980404833076472,4.3160825843374e-05,0,FALSE
"OK",2014,3582,1075,648,765.291457286432,336,6222,2316,1173,596.749598199936,438,4709,1752,878,611.728392440009,332,16352,5867,3061,634.715875733855,1244,40,3818851,941122,236757,2588131,518641,93825,0.105510007857696,278684,77325,34239,0.128257145154407,278970,89928,26834,0.15096095859881,0.133333798717511,357364,143047,53124,0.426298384808065,245858,24671,7369,67220,2877729,56463,37328,2069490,201359,189042,214317,6734,3059,4973,73741,15199,10885,11966,123599,1229368,113911,149530,109795,1724061,45933,50648,30586,131960,295033,1063234,101771,99165,1469770,26493,10109,13315,1769,6970,471,2542,478,2774,23719,"Oklahoma",8.748428,"Oklahoma",406,0.0684716119456233,0.0129687961326205,0.0380720341630134,43,TRUE
"OR",2014,1007,253,138,1126.43098311817,57,7160,2408,1571,789.961452513966,300,1281,351,289,1041.05152224824,59,11350,3593,2531,839.512334801762,472,41,3900343,859453,195462,3026860,561456,98481,0.0712436551144669,71059,19228,9220,0.13398646071701,48056,12378,4748,0.166610226887911,0.10552081069674,472992,183496,65987,0.410301457736454,420689,36315,12143,104893,3040890,73361,54756,2465404,51831,35678,289496,2536,8641,1709,156369,5931,26133,3791,206560,1395225,27399,195174,18129,1753991,10260,63286,5178,150551,251791,1266412,23029,17349,1552133,14492,5338,10086,1064,1328,94,346,41,1251,13241,"Oregon",78.4631,"Oregon",232.3,0.00242112003264832,0.120504694218476,0.00411978481845742,3,TRUE
"PA",2014,11256,4897,2455,612.710643212509,2943,10131,4675,2817,530.75708222288,1816,74,28,19,505.716216216216,20,24295,10948,5988,565.58205392056,5434,42,12758729,2738413,559732,10024896,1911710,251149,0.0910185389435878,1401750,374449,153156,0.16235753329069,20903,5128,1561,0.204891345498599,0.110788603882501,784106,277838,119831,0.323501066801348,849288,75279,17740,144905,10020316,220658,120418,8113186,1027301,15775,506268,63019,28728,719,379838,109893,51722,1507,561446,4920787,509557,286508,8381,5948301,238722,140139,2643,419861,845223,4200656,547901,7337,5191661,49174,20193,18616,1757,23782,786,39,8,2640,46534,"Pennsylvania",27.45595,"Pennsylvania",314.1,0.0448140016603335,0.130520329565677,1.46404291746377e-05,1,TRUE
"RI",2014,825,370,187,576.380606060606,202,1319,535,303,582.621683093252,364,49,17,10,704.040816326531,12,2928,1272,690,574.459699453552,792,44,1053252,217263,45996,791586,135185,15783,0.113746355246941,66640,19608,7452,0.222809519814302,4758,878,475,0.183576316572449,0.149630759580292,139670,47531,19860,0.38158764842874,145126,10337,3147,40778,835989,13542,8174,656401,47032,3880,92139,1418,3102,200,35418,4661,10254,339,52957,405245,28322,55998,2009,513870,12486,24779,657,34546,76494,344907,24346,1844,437421,3133,836,1373,110,952,20,23,2,129,3004,"Rhode Island",86.80602,"Rhode Island",219.2,0.0150367508126797,0.251241902213794,0.000883588647164159,0,FALSE
"SC",2014,2820,1430,1019,568.261347517731,676,3234,1701,1135,454.254792826221,814,17,10,7,251.058823529412,1,6520,3407,2373,497.063190184049,1592,45,4727273,1079449,302329,3021279,594814,99405,0.112621856511068,1305505,340046,150543,0.214332531949892,15179,3362,947,0.279428873611846,0.15113968631989,248828,87735,37540,0.387796397857665,263481,22798,6703,56663,3647824,33412,17148,2426465,965459,11817,161093,14522,1085,250,124270,103095,10458,1546,244571,1388566,507024,110579,5756,2063853,204272,29850,1337,141181,395912,1252602,525883,5547,1898550,20948,6294,6436,825,12979,508,31,7,1356,19592,"South Carolina",0,"South Carolina",497.7,0.453026893948058,0.00363686642230522,0.000416644941541889,0,FALSE
"SD",2014,169,59,51,640.414201183432,30,642,265,233,660.219626168224,100,1283,581,352,593.483242400624,185,2187,956,672,610.973022405121,328,46,834708,206071,40836,697400,152456,16216,0.0753969097362436,13665,5285,1610,0.238702388637831,73307,28612,16792,0.208595449467929,0.0920245974041074,26739,10329,3941,0.270810019798571,28500,4692,1549,5491,628637,11417,6425,544944,8380,44695,16410,401,537,3501,12141,895,792,6715,21434,380040,5957,11989,19619,426793,2659,4196,15000,32743,57446,275475,3220,22830,315896,3507,2316,1949,223,216,8,897,165,355,3152,"South Dakota",22.85037,"South Dakota",326.5,0.00118257006755081,0.0967755995336592,0.0345340575472967,6,TRUE
"TN",2014,3595,1349,1153,528.319610570236,541,8876,3666,2552,468.961356466877,1100,41,14,8,711.048780487805,8,13296,5352,3945,485.126654632972,1742,47,6451365,1491788,405919,4839347,998328,199462,0.137342697400218,1080977,296586,130955,0.17222511314001,18243,3783,843,0.247067216233354,0.152344891210616,309771,119032,54349,0.405081152564094,348798,37515,13796,72857,4959577,93016,58022,3841019,784391,14460,190739,28643,3885,341,197177,79855,12170,1176,297772,2189547,438523,130122,7858,2844293,184276,40872,884,228747,480042,1992045,424985,6964,2579114,20815,14999,13424,1961,12095,605,31,7,1466,19349,"Tennessee",10.68607,"Tennessee",608.4,0.183810548916498,0.00523052037341136,3.86647189943595e-05,0,FALSE
"TX",2014,12555,4193,2520,748.463162086818,1428,14426,5817,3152,590.66569626395,1902,316,115,66,600.107594936709,24,46777,17357,9970,647.778143571765,5501,48,26092033,6989852,1837819,11565666,2316267,263153,0.0726866564516093,3090816,847952,294549,0.129935744114328,123245,32329,9607,0.24290763833226,0.185974762486574,9961355,3410247,1223172,0.392512905061548,4563536,370591,129944,1558858,19102181,191259,71801,9249399,2242864,90916,6551108,39274,70462,1481,364030,190616,379102,5746,983272,5717555,1327015,4171705,54842,11900464,459111,1106946,9348,477720,2115251,4715039,1181797,45005,9724277,154247,75571,46429,6850,52937,4029,91,26,12772,141475,"Texas",6.972298,"Texas",405.9,0.144891223174954,0.0631082980873482,0.000216751792953316,0,FALSE
"UT",2014,297,110,76,671.198653198653,39,3390,1653,845,476.057817109145,291,213,76,37,604.971830985916,20,5031,2393,1250,493.07274895647,462,49,2858111,888985,142320,2280226,667030,73481,0.0502549431245956,30797,11652,3410,0.158849407783418,31823,9602,3643,0.18826895565093,0.0884346591744413,379179,149287,51297,0.348768001094603,260787,26700,8955,60330,1969126,23643,17794,1613196,19145,22221,229892,512,2891,648,69791,1727,18510,2313,97947,1062001,12494,159537,11614,1301196,3465,43265,3441,91949,151855,814436,7489,11694,988216,5307,2931,4176,501,424,19,303,38,550,4757,"Utah",6.316856,"Utah",215.6,0.00258372219561786,0.09767691914233,0.00551273645119654,1,TRUE
"VA",2014,2973,1220,561,678.183652875883,472,3633,1472,665,578.313790255987,520,23,6,2,863.304347826087,2,7393,3040,1383,617.513593940214,1073,51,8185131,1861927,301820,5228790,1039572,107592,0.0924965826758522,1577755,390745,122019,0.172570727973113,23653,3713,664,0.186229886531188,0.122393569435035,687686,221578,47882,0.307219728987844,1059777,92513,15935,159296,6323204,75338,38391,4189218,1187010,19940,466108,28758,3751,429,152916,95300,25468,999,294797,2653919,715977,350219,12002,4043950,207474,68702,1125,199443,514664,2140550,633031,9377,3251457,30050,12237,12845,1862,20652,1113,21,2,2420,27630,"Virginia",51.35262,"Virginia",196.2,0.279419273535332,0.00962492186897002,0.00048034474239203,0,FALSE
"VT",2014,52,23,16,486.490566037736,13,1604,730,328,538.328348909657,205,2,1,0,233,1,1721,788,361,528.210098665119,227,50,626358,124834,19756,587827,112856,16971,0.0780467128748288,6507,1986,529,0.160958904109589,2295,446,325,0.153284671532847,0.0812592225937202,10367,3080,538,0.116201337003539,31610,3554,496,3303,501524,12519,11717,474971,4521,1849,7287,230,180,5,20517,221,380,109,22160,309652,3005,4863,968,326590,702,1135,348,31808,36077,243677,2158,997,257128,1979,1717,1546,148,196,3,12,2,156,1823,"Vermont",90.08125,"Vermont",99.3,0.0017444919223594,0.128307066621787,0,0,FALSE
"WA",2014,2619,979,590,683.786177930508,160,8541,3157,2016,638.027982671818,433,1970,665,411,750.510152284264,86,16154,6070,3790,651.025442614832,811,53,6899123,1589312,308967,4922048,942864,124469,0.0609106162499595,248316,63871,23081,0.118853868953107,93036,25287,8920,0.172635495114771,0.0982109400668768,810215,316140,112544,0.38830614552423,1015312,86727,24977,200276,5309811,133476,87572,3979184,184445,67749,494075,9728,15448,4176,209557,16435,41684,6213,308328,2398463,110257,330797,34059,3242014,30249,112531,11451,214390,428392,2013286,82486,35053,2680379,17180,20833,10103,963,3080,155,662,98,1308,15872,"Washington",74.91856,"Washington",285.2,0.00444508695016626,0.171641680086608,0.0075624787338454,1,TRUE
"WI",2014,3976,1525,961,703.174547283702,586,5021,2301,1485,542.836718438869,637,739,333,213,501.588633288227,75,11159,4819,3106,596.895967741935,1455,55,5724692,1315222,255397,4733742,955655,117985,0.0705691954179462,356806,114213,58671,0.203129098941227,49786,14108,5606,0.154681788678987,0.0927593132151527,354829,142036,50062,0.369667582434318,295543,32158,7164,63478,4409470,59627,41645,3778087,242593,35678,212793,10511,3773,996,165451,30048,16509,2977,223753,2471416,121241,144772,19613,2848894,81484,57060,7314,215810,392397,1922754,126102,18335,2241236,22572,6151,9540,917,8817,324,625,79,1376,21196,"Wisconsin",6.107903,"Wisconsin",290.3,0.00411171790752704,0.130796454760402,0.00381808138023746,4,TRUE
"WV",2014,887,402,287,474.393461104848,262,6983,3315,2177,457.929543176285,1748,12,3,3,1285.5,8,8069,3825,2528,459.820423844343,2067,54,1853881,383666,99813,1718880,344341,84824,0.158470850197039,61150,12926,5793,0.139620424531917,3013,532,72,0.103837471783296,0.158346897536052,23525,7493,2800,0.226479959751803,34205,3303,1030,4211,1470215,19871,17085,1374539,48224,2481,16032,1647,417,67,59928,3081,893,99,65984,710109,21557,8686,706,756160,7531,2732,149,97223,116077,706881,21568,874,751912,5867,3558,5174,799,771,31,11,1,584,5283,"West Virginia",72.81754,"West Virginia",302,0.0686647654845887,0.0320006860316562,1.1492857992737e-05,0,FALSE
"WY",2014,86,41,31,493.511627906977,12,1435,740,572,402.494076655052,369,56,32,24,433.857142857143,12,1879,979,731,405.31452900479,463,56,575251,137048,21894,488084,107033,13851,0.0607384789783064,5610,1397,168,0.0899182561307902,12405,4390,1727,0.156240463838877,0.0754341699100792,54092,19106,5530,0.236994007132615,23288,3113,733,4115,438203,4017,3169,381051,4213,8015,34986,102,341,238,13019,158,1979,1062,16798,255981,2460,23896,4411,293062,435,6114,1799,24917,34897,188010,1497,4125,215725,2369,948,1609,231,115,5,106,23,277,2092,"Wyoming",5.145569,"Wyoming",195.5,0.00435686976743154,0.0934231565493506,0.0115467655432108,0,FALSE
"AK",2013,227,98,33,588,11,727,254,103,667.169188445667,27,1648,559,250,699.884101941748,93,2842,1018,447,666.000351864884,142,2,720316,187264,28158,457679,97533,9244,0.0459806169338279,25950,7033,573,0.110741741117806,101764,32824,9760,0.186393754268101,0.0817743208206516,42655,15565,2729,0.138784508241896,58917,6312,966,8542,533052,20313,9535,360146,18917,68940,27090,1113,865,5273,16108,1652,1367,9585,32701,250932,13653,20777,34345,361909,2511,4664,13122,22621,54903,168411,8101,34754,254139,5081,3906,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska",35.44347,"Alaska",638.7,0.00303090224513527,0.17968472137768,0.439735425382507,2,TRUE
"AL",2013,3075,1215,704,854.128455284553,522,3839,1608,1056,621.700703308153,490,31,10,9,1356.54838709677,7,7443,3077,1930,710.762192664248,1061,1,4799277,1123002,311980,3206409,666646,112631,0.145718251722917,1262698,340621,156673,0.210735676588643,25884,6118,1779,0.242786187322611,0.169704102326621,188712,69456,30421,0.436120828108156,200078,20729,6335,42843,3676275,37792,19171,2539763,922077,19766,119256,17310,483,103,131477,94809,8760,1608,240867,1411151,471666,80012,10704,2016196,212070,21775,1319,144217,393151,1313799,507251,10189,1922474,26825,11913,11986,1844,17594,868,1,0,1787,25038,"Alabama",19.0589,"Alabama",431,0.351879028652581,0.00621917820438949,9.15894079085531e-05,0,FALSE
"AR",2013,2080,1014,677,524.948076923077,331,4736,2478,1797,417.663429054054,845,106,42,25,657.990566037736,17,7411,3798,2699,449.826474160032,1286,5,2933369,709452,201128,2176990,461552,97666,0.136723243279435,454640,133858,62779,0.209723597661774,18430,4275,1115,0.164256457410349,0.163224401651024,192256,77241,30297,0.481959612259509,149120,17287,5678,44047,2223917,31078,18885,1715438,320782,14155,115015,9661,1751,329,79477,32164,7320,970,123700,965098,165007,78602,8245,1251795,83769,23598,1221,114018,232631,883775,172079,7411,1146512,14295,9088,8168,992,7148,311,36,5,1114,13181,"Arkansas",48.89912,"Arkansas",463.2,0.257666825748038,0.00587543984683316,0.000172936811256834,0,FALSE
"AZ",2013,3404,1512,802,484.077555816686,704,8781,3889,2188,454.17503701173,1183,1683,752,429,446.142602495544,223,23854,10790,5930,451.193678209105,3390,4,6479703,1620247,429750,3717116,670778,97967,0.0659311718170938,268086,77775,24785,0.113460261235333,285551,91146,43427,0.26375065824118,0.144187086625009,1935592,699722,254669,0.358181748227824,938000,72760,28818,283554,4859456,72955,36614,3046338,190311,194405,1235870,4775,22017,8188,153404,18109,107160,24253,313427,1690405,107926,733670,86790,2739521,40878,258486,43361,167972,525434,1552908,89784,100279,2464882,41031,13602,14123,2022,5070,345,1747,314,3769,37262,"Arizona",4.510719,"Arizona",415.6,0.0262381312525237,0.158205115904187,0.0959802310806154,4,TRUE
"CA",2013,20908,7323,3816,1028.02047063325,2912,18537,7326,3953,674.282623941307,2018,2675,960,536,784.988411214953,220,85629,33600,18226,773.040582045802,9276,6,37659181,9237947,2156865,14942047,2504253,281262,0.0616357118465485,2254905,547641,190275,0.121093394724875,281868,70316,24257,0.250260336205614,0.189239772870612,14269472,4750394,1492576,0.417649800421284,10583510,603455,195592,3252614,28421234,609623,193665,12437794,1707264,211552,9519078,94530,249746,8790,773125,190916,894808,23488,2163202,7199258,870604,5856154,108763,16768582,310274,1525062,27027,539052,2624659,6281486,874476,106985,14423471,134339,38295,28158,2005,37402,1697,1364,104,6128,128211,"California",87.42805,"California",402.6,0.0141793126799314,0.195705971495203,0.00349378357460497,5,TRUE
"CO",2013,1806,795,477,612.192137320044,624,4780,2211,1558,548.305439330544,1433,219,92,75,491.342465753425,41,10542,4820,3327,542.906659077974,3253,8,5119330,1227756,227422,3566974,708346,70837,0.0452476159821519,205621,55043,21823,0.119140593221718,48201,12137,4519,0.188572596022882,0.0989568750784441,1064376,376709,122973,0.335401237064876,562342,55057,15802,142426,3891574,47781,27356,2858628,150578,36064,687667,3409,13374,745,145648,15171,58432,3425,232223,1891332,87650,439025,19838,2544522,27865,128178,5332,145502,321829,1443475,69743,17464,1951948,20184,10145,8181,945,3571,277,505,65,1755,18429,"Colorado",73.45787,"Colorado",305.4,0.0100360192257353,0.0976729068989461,0.000654332105116704,2,TRUE
"CT",2013,2178,612,271,1121.40909090909,459,1929,619,231,927.433385173665,409,21,5,2,1566.7619047619,6,5803,1792,718,1011.34292607272,1230,9,3583561,803659,119265,2526258,483036,30193,0.0717259405598605,363767,97767,30073,0.165161021461811,8324,2097,599,0.231289727291368,0.108676171894709,496986,163493,55261,0.318562563052184,514284,40168,5750,90329,2779902,57131,27350,2043222,266000,6227,333493,12215,15721,210,113168,32762,38135,703,192616,1301087,161305,210993,3652,1765736,57182,80562,1003,89448,236420,1063267,142564,2715,1446159,17319,5699,4980,650,6907,363,29,1,1157,16162,"Connecticut",82.98675,"Connecticut",262.2,0.0188816274027584,0.239623073501224,9.01171324799398e-05,0,FALSE
"DE",2013,651,187,132,770.554531490015,72,426,160,93,596.396713615023,47,0,0,0,0,0,1160,379,245,693.34224137931,128,10,908446,204900,38847,589078,107492,11160,0.0964213860708018,195450,53678,15266,0.147947875432287,3063,475,88,0.239429695181908,0.1230011501657,75975,27815,9682,0.358492577489939,83521,6458,1395,14446,703546,10762,5938,481586,141772,2588,48160,3616,840,120,23457,11802,4329,395,41298,286832,84000,31230,1479,422723,29740,10149,181,24613,69076,251023,77052,1284,368191,6798,3159,2391,390,3729,196,0,0,576,6222,"Delaware",76.57413,"Delaware",500.7,0.128865733246258,0.0754136772423766,0,0,FALSE
"FL",2013,12536,5389,4269,570.38760370134,1762,15792,6673,5435,471.729166666667,1395,170,76,70,434.923529411765,9,33270,14290,11440,509.403366396153,3716,12,19091156,4006037,999838,10928382,1804052,278881,0.0896978550784947,3062883,855981,346419,0.209517967574607,60019,13812,4851,0.238248919889647,0.139912337028433,4366251,1126043,338268,0.248655317543023,3912110,258460,75397,776592,15085119,189357,96051,9124330,2206902,46207,3240208,45494,42839,616,531582,263457,263662,4827,1091406,4780969,1202969,1965808,24755,8263768,482395,390687,5357,457178,1377947,4692814,1171303,22160,7800712,100940,33641,44408,4898,47294,2187,76,6,7137,93803,"Florida",11.33699,"Florida",469.3,0.296862475722392,0.0490324161291572,0.00118329793775586,0,FALSE
"GA",2013,6678,2842,2260,515.009122177359,1206,5857,2682,1748,460.251066007164,900,33,11,11,470.212121212121,5,13526,6005,4324,486.130113720278,2239,13,9810417,2487771,652762,5438562,1159106,169252,0.116926590100074,3012121,849054,317134,0.16602023432253,23992,5973,2054,0.190870261612387,0.153569039172541,874821,323897,138060,0.437145081194637,1039808,95254,30137,226408,7322646,80386,37913,4279456,2163067,18019,550924,35539,4598,457,237085,239705,43329,1893,539930,2526117,1209954,370975,10251,4310247,473545,96299,1555,234312,837948,2197292,1179971,8656,3798814,53701,19478,16288,1921,31751,1562,22,4,3559,50142,"Georgia",3.120583,"Georgia",375.4,0.372305100396451,0.0049659302351427,0,0,FALSE
"HI",2013,153,92,67,403.986928104575,24,263,161,126,347.954372623574,39,101,58,35,499.673267326733,19,2065,1022,746,508.162711864407,229,15,1376298,304837,48167,314153,40893,5532,0.037492244512069,24605,5226,668,0.0399379057296077,3400,386,43,0.129057798891528,0.0969684412553707,128143,48038,10281,0.128353207203397,270874,21182,4322,44744,1071461,23386,4007,273260,19379,3014,80105,206,2538,180,10839,1271,5517,98,48198,174074,14771,53369,1728,681034,938,15816,289,8153,71266,123239,7295,1420,536796,5173,1414,1048,173,242,23,29,2,568,4605,"Hawaii",84.90182,"Hawaii",254.4,0.00207086545620571,0.315425443036757,5.46191336672475e-05,0,FALSE
"IA",2013,1776,681,478,623.404279279279,274,6867,2920,1979,544.935488568516,868,308,129,82,559.12012987013,25,10570,4500,2948,547.515326395459,1337,19,3062553,724649,128113,2701302,586555,81433,0.0726030726623248,90577,30343,14116,0.163714558070452,9602,2506,1032,0.198858405450193,0.0886513927865839,157342,64752,22365,0.426112855424161,151122,18218,4956,33903,2337904,37184,30615,2114747,60234,7096,92590,3048,1870,412,77025,5695,6735,544,94029,1405864,34596,65987,3796,1552797,18674,26225,1256,136043,196815,1085680,28687,3692,1193104,8707,5416,5126,548,2120,130,140,14,716,7991,"Iowa",35.06821,"Iowa",273,0.00581192501363513,0.0698493080536534,0.000112490176994651,0,FALSE
"ID",2013,68,18,12,625.294117647059,7,1792,900,654,425.269380925823,134,214,109,71,480.03738317757,20,2437,1226,855,430.642329778507,180,16,1583364,427169,86379,1325201,327158,54537,0.0768333846886467,9032,3254,672,0.187246238356819,20443,5947,2311,0.189690370874447,0.110733891495691,180549,73823,25452,0.448901268956979,107541,11494,4432,32453,1156195,22152,18523,998043,5778,14496,106726,377,1799,392,52873,746,9655,1545,66988,600615,3264,71236,7123,700207,1249,21646,2912,66141,95892,505982,2110,7504,582265,7219,3722,4846,783,186,17,235,67,740,6479,"Idaho",8.784706,"Idaho",215.2,0.00134754475879614,0.0755843853635949,0.00707960492726857,0,FALSE
"IL",2013,11090,2200,1115,1484.36272653503,1094,9088,2345,1375,924.957966549296,688,23,1,0,1394.21739130435,0,21969,5052,2790,1219.68784706418,1909,17,12848554,3086148,644713,8127829,1626984,187385,0.0741024190245365,1850984,504113,221024,0.166933466914954,26232,6214,1603,0.184417441029307,0.128123776326252,2059899,723327,202120,0.393344670376571,1855470,123196,30814,451875,9762406,147845,68248,6500845,1346871,20018,1336572,50396,22189,543,363763,180205,121210,2461,699817,4092634,662686,885115,10863,6008213,330498,216343,1543,321554,913378,3353996,734652,10003,5035369,48653,31021,12721,1416,26954,1237,54,21,2916,45737,"Illinois",83.17535,"Illinois",403.1,0.0436510896704775,0.164392783272729,3.70494303944677e-05,0,FALSE
