"stname","year","cl.blk","ent.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","lifelos.nat.am","grp.inst.nat.am","state","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino.child.pov","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","w.adult","b.adult","a.adult","wht.unemp","blk.unemp","amind.unemp","wht.emp","blk.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","wht.f","blk.f","amind.f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","TOTRACEM","TOTRACEF","statename","inst6014_nom","v.crime.rt","pctblk1930","pctami1930","pctimm1930","pctblk1960","pctami1960","pctimm1960","boarding.n","board"
"ME",2011,141,21,930.694029850746,6,1514,347,947.6448787062,0,75,19,746.285714285714,0,23,1328543,1256783,251004,43497,0.0960238155938444,14246,5645,2646,0.200362497940353,7910,1941,746,0.152700186219739,2581,57136,6735,1917,7377,277521,52888,1051022,1005779,8601,5969,45856,695,563,628028,4770,2899,2918,3298,1176,73677,520847,3068,3237,1978,949,1727,144,133,4,46,8,1981,164,"Maine",54.1608,123.3,0.00178790625290296,0.000799778858549171,0.129976469728805,0.00359311113864453,0.00216825672159584,0.0666171065130302,0,FALSE
"MI",2011,11266,3184,902.546268932398,0,10549,3649,615.750171922586,0,506,155,671.113636363636,0,26,9920621,7613662,1638634,254255,0.0975931925306934,1396449,398126,183844,0.177939822991543,53625,15010,4851,0.163430672858167,60225,648437,68946,18889,113247,2377616,538295,7543005,5975028,998323,38615,406686,139797,3462,3503989,464128,20336,257377,60353,6590,355648,3066073,539933,19283,42904,13168,18038,1033,22137,832,328,31,40995,1909,"Michigan",10.91874,442.8,0.0372808596235298,0.0012685273224093,0.180440285003057,0.0913802802495653,0.00114043162524292,0.0699064130101258,1,TRUE
"MN",2011,2971,1742,496.317587515816,1064,4740,2550,475.133856337338,1434,1932,973,613.981285090455,340,27,5278190,4407256,950488,80829,0.0630566062733707,260848,90366,40374,0.207308169946939,57464,17933,8343,0.198788191311074,28446,405789,52806,17310,78946,1280453,187334,3997737,3456768,170482,39531,149526,23703,4072,2388690,99556,19934,51291,37512,9259,182161,1764969,83018,20808,9309,7225,4096,380,3355,130,788,106,9156,644,"Minnesota",53.63818,230.5,0.00414130307726842,0.00432916396307982,0.153620970982694,0.00616140416700864,0.00478373529998007,0.0432939769489618,3,TRUE
"MO",2011,3566,1287,820.868635131064,275,10361,4277,588.204595625125,0,68,35,465,3,29,5955802,4828565,1062843,177480,0.120443853684061,685276,199117,80278,0.182993510402072,22595,4960,1606,0.170890658942795,25886,260457,29887,7868,41899,1422464,304077,4533338,3765722,486159,17635,172843,56658,1281,2352518,268743,9590,128903,26391,1658,251897,1941628,263900,9552,30969,17999,16294,1913,11319,568,84,22,28258,2575,"Missouri",48.51352,447.5,0.0622663085991953,0.00018276394201092,0.0431549091231557,0.0904317386231038,0.000370432109055213,0.0197116186031005,0,FALSE
"MS",2011,2969,1164,731.963154269973,0,2745,1079,538.20281273131,0,16,6,824.75,1,28,2956700,1721736,375571,62819,0.151348542300386,1095286,333458,161093,0.272776336408976,13905,4271,1610,0.238198244051406,8807,78111,8080,2043,19477,756684,239004,2200016,1346165,761828,9634,56924,74728,692,772868,391701,5699,203184,6945,1741,82921,694319,414521,5221,15390,8416,6104,895,13510,668,21,3,19808,1578,"Mississippi",50.47976,269,0.505999974778186,0.00115312657571015,0.00375076930760917,0.421998311492861,0.00157838710861506,0.00472598465660904,0,FALSE
"MT",2011,107,28,936.114583333333,18,1371,559,709.965354330709,212,1140,395,814.197580645161,113,30,982854,863517,179375,30968,0.0763463447912515,4447,1478,516,0.105368790767687,61648,21055,8909,0.202462898642248,4159,26690,3141,826,3256,222855,46856,759999,684142,2969,40593,26546,233,4747,435130,2043,21865,613,4447,8979,42253,342926,1017,20710,3125,2066,2371,263,81,1,612,117,3274,404,"Montana",51.48849,276.1,0.00253380837906433,0.0257102533523684,0.151164051899949,0.00222156398104265,0.0331161137440758,0.0527547393364929,1,TRUE
"NC",2011,5610,2020,739.732818948502,0,6370,2524,611.48832807571,0,374,156,583.314516129032,0,37,9418736,6187481,1263640,171235,0.121454248849072,2012342,546055,202811,0.199197536670247,109957,30748,10629,0.323097002610339,117782,766076,87217,26688,184790,2261996,529187,7156740,4923841,1466287,79209,250416,147891,5812,2995777,830837,42124,314506,99909,13130,269509,2554952,802504,42088,39662,11523,12253,1490,21352,1002,822,69,36800,2640,"North Carolina",47.12606,346.3,0.287364442368704,0.00527170481078041,0.00287822940234942,0.245639375353965,0.00860490743139123,0.00625172866443934,0,FALSE
"ND",2011,110,47,549.219047619048,29,916,414,575.429561200924,0,634,269,762.364888123924,0,38,666783,594826,121882,11650,0.0965765407858447,6459,1856,1233,0.210725075528701,35689,13170,5997,0.165335185828413,1183,19879,3615,1299,2093,148363,21027,518420,472944,4603,22519,9696,427,1991,335380,3114,12233,861,1564,6656,23684,235619,1917,11763,1385,958,815,101,88,2,300,39,1276,147,"North Dakota",26.55721,248.1,0.000644836493776012,0.0127895876763288,0.158479884165958,0.00129672971092416,0.0180909608450882,0.0502561831867923,3,TRUE
"NE",2011,1832,596,755.866396761134,0,4576,1762,621.373681797341,0,713,264,703.532182103611,0,31,1813061,1497874,334190,38688,0.0650792252287249,80807,26421,12480,0.163452536978094,16289,5818,3178,0.246142719382835,21447,121946,14528,5359,37346,454754,79706,1358307,1163684,54386,10471,38426,6143,1022,815975,34821,5708,14804,23908,3081,64277,597152,27634,5492,4657,2451,2300,220,1163,76,167,23,4247,369,"Nebraska",20.10579,253.6,0.0101763986133961,0.00230204667036589,0.0878719599950622,0.0213860544217687,0.00474773242630386,0.0319019274376417,3,TRUE
"NH",2011,87,33,937.710526315789,0,917,365,897.865914786967,0,22,7,706.6,0,33,1315911,1216834,256327,24983,0.0826374726515675,13969,4117,1348,0.133790737564322,2900,692,95,0.252926208651399,2922,79056,7128,692,10519,290805,31154,1025106,960507,9852,2208,41354,907,114,653408,7029,1490,1960,5757,299,59765,492903,4169,999,2423,1746,2107,155,139,6,8,0,2444,170,"New Hampshire",47.44414,217.3,0.00257402561953325,4.33364426227757e-05,0.176786976384369,0.00382031352917929,0.000329337373205111,0.0774601501778422,0,FALSE
"NJ",2011,5584,1953,827.436043206367,540,2925,1224,600.680904522613,246,13,6,371.384615384615,0,34,8753064,5242282,1083123,73566,0.0827912415710274,1181820,316618,87069,0.161572155139605,21007,5656,1345,0.260822510822511,112678,1889840,134855,23053,330426,2067933,288766,6685131,4159159,865202,15351,210462,83357,1293,2611223,507855,9158,173399,178030,2271,168739,2169313,472367,7740,23642,10571,4962,372,14005,549,6,1,22762,1072,"New Jersey",53.16913,307.9,0.052961313953019,4.49311961264829e-05,0.210113532318642,0.0849611789723555,0.000458269455846232,0.103357895257406,0,FALSE
"NM",2011,266,128,520.284615384615,20,968,504,432.070512820513,50,460,210,565.705479452055,54,35,2037136,832947,137764,17958,0.0633585388833861,40909,11493,3760,0.130310203064657,190253,59183,23990,0.250574218330026,102986,219637,23131,9824,82123,514909,149718,1522227,695183,29416,131070,25714,1510,9732,407784,17605,66305,5790,115148,27201,34572,355949,13339,68384,6687,3492,1561,203,505,55,498,51,6276,630,"New Mexico",40.88403,572.7,0.00709350576941856,0.0704229681493487,0.0569295007878273,0.0181209748705645,0.0594351138611778,0.0263290819547923,14,TRUE
"NV",2011,2342,831,735.319981583794,0,3025,1151,682.508087201125,0,193,74,814.983516483516,36,32,2673396,1466544,267709,29588,0.0820509602226267,214289,60248,19109,0.12996997471555,29177,7840,2237,0.158411448222309,70067,548719,43093,12099,151363,662037,128326,2011359,1198835,154041,21337,73534,15476,2669,729223,89371,11420,33054,80508,3419,70159,589775,76740,11428,12159,5923,5199,618,3466,210,210,22,11811,967,"Nevada",42.22821,568.1,0.00494195061872431,0.0476970466173647,0.166356703041664,0.0464170523068293,0.0209648015706072,0.0476791473846585,0,FALSE
"NY",2011,17223,3595,1241.12304711911,0,7324,2430,840.538439389577,0,189,84,636.083333333333,0,36,19302448,11337952,2237352,286025,0.0893226514745701,3013309,773354,250318,0.199793071577537,66590,16613,5133,0.25485903330171,327701,4373325,270892,68721,982681,4345989,926493,14956459,9100600,2239955,49977,385293,183057,4355,5611923,1265593,27613,446567,445813,7483,421924,4726024,1241676,25678,55196,23653,11915,899,26525,937,303,22,53124,2312,"New York",76.68759,397.2,0.0327254784399775,0.000628304299782389,0.26090113387108,0.0840025221973631,0.00123725938702022,0.138726814796097,0,FALSE
"OH",2011,8717,3785,700.115756467207,1362,11115,5073,562.506288388418,1280,87,50,483.543209876543,10,39,11525536,9384071,2051823,333892,0.110589716313616,1391542,401078,189327,0.183786532687948,22567,4598,1670,0.219277108433735,48137,499037,53180,12704,68276,2742082,611130,8783454,7332248,990464,17969,399588,116485,1710,4523035,520511,9644,264642,54734,2012,491373,3794802,533930,8686,50961,22153,22701,2739,22829,1102,49,3,47061,3903,"Ohio",14.01641,305.2,0.0442433212060607,4.3160825843374e-05,0.0980404833076472,0.0806922482616534,0.000282255987638424,0.0425217615245944,0,FALSE
"OK",2011,3207,1050,903.184882198953,431,4789,1990,649.667462039046,0,3320,1246,702.349181360202,0,40,3714520,2568614,521753,94876,0.117649115052231,268604,77522,33963,0.147139602993817,258964,84246,24394,0.163363547542807,47886,228008,23805,8111,60905,920813,229944,2793707,2046861,191082,174718,69323,14587,11264,1244546,107666,105399,44002,42563,27934,129990,1053117,97420,92873,23750,7477,11654,1422,6772,525,1929,304,22053,2369,"Oklahoma",11.08666,457.5,0.0684716119456233,0.0380720341630134,0.0129687961326205,0.0671910286023407,0.0271855331060717,0.0109394722606239,43,TRUE
"OR",2011,1520,375,1125.18732590529,0,7556,2407,884.559001832793,0,1578,567,906.437584803256,0,41,3801991,2998760,579060,94844,0.0778234334286817,67539,19321,8514,0.132264995987263,58441,17888,6555,0.28768087124109,60943,402314,38721,13020,100919,864236,182397,2937755,2419700,48218,40553,147542,4908,3943,1421594,27151,24013,11188,54905,6578,150861,1243016,22074,18720,13728,5320,9552,949,1302,77,338,36,13387,1123,"Oregon",72.35201,249.3,0.00242112003264832,0.00411978481845742,0.120504694218476,0.0107576751657202,0.00452478450713785,0.0432116920431664,3,TRUE
"PA",2011,11153,4541,799.590123201159,2977,10008,4369,662.978707468436,2048,49,27,665.212765957447,8,42,12660739,10115628,2009236,240916,0.103536463276137,1355067,379595,153527,0.180665467283371,18323,4526,1111,0.178939303651996,97623,783090,72825,15656,130851,2802210,526497,9858529,8106392,975472,13797,358091,94740,1270,4983643,501245,7337,240840,117251,2402,430326,4208868,525931,6548,49710,18349,18402,1665,24625,875,37,12,48795,2783,"Pennsylvania",25.27934,362.4,0.0448140016603335,1.46404291746377e-05,0.130520329565677,0.0751562406158477,0.000353285733968777,0.0543795066011439,1,TRUE
"RI",2011,842,319,748.7197875166,250,1521,581,722.034482758621,463,58,22,905.5,12,44,1053959,812510,147004,14947,0.127609880264122,63004,18764,7020,0.254107436779889,4217,1361,433,0.242687747035573,17134,142568,9857,2826,42401,226309,42517,827650,665506,44240,2856,32409,4228,474,417818,26829,1480,11215,22344,729,33990,350372,22874,1634,3032,866,1405,108,934,34,16,4,3064,175,"Rhode Island",78.75034,246.1,0.0150367508126797,0.000883588647164159,0.251241902213794,0.0216986403427081,0.00114080834419817,0.103091823430806,0,FALSE
"SC",2011,3548,1343,827.833827014218,754,3348,1385,622.946196660482,799,23,9,676,3,45,4575865,2939994,598272,86554,0.125369517046266,1283000,352177,146264,0.235259021736274,14722,3145,1045,0.26319587628866,30097,251219,26650,7304,51091,1074967,273307,3500898,2341722,930823,11577,115759,94979,1127,1382787,500901,6486,210185,26015,1852,129595,1210202,507621,5581,22363,7334,6676,762,14241,589,33,3,21528,1386,"South Carolina",2.580879,596.9,0.453026893948058,0.000416644941541889,0.00363686642230522,0.349309313346553,0.000680603636608073,0.00597418747689309,0,FALSE
"SD",2011,231,143,469.259259259259,57,826,391,531.437185929648,142,1669,803,588.175315568022,307,46,807697,686215,151576,17098,0.0886935772865718,9427,3665,1194,0.205378973105134,69853,27936,15573,0.235449735449735,2800,24125,3443,985,4106,200386,38984,607311,534639,5762,41917,12254,722,6996,375076,3989,18182,1954,3835,14549,31713,270620,1864,21380,3562,2831,1920,228,195,9,861,195,3094,441,"South Dakota",22.85037,255.6,0.00118257006755081,0.0345340575472967,0.0967755995336592,0.00196711685261304,0.0361127422196124,0.0288021139166177,6,TRUE
"TN",2011,3178,1468,518.451085141903,0,7958,3802,454.332898001828,0,30,16,600.566666666667,2,47,6297991,4783015,1016060,185722,0.15540480524474,1044811,302158,127062,0.196430254847123,15210,3083,938,0.273516504483877,41431,324878,38609,13139,64350,1491035,371572,4806956,3766955,742653,12127,188973,77318,859,2214374,425126,6707,186222,32763,758,232326,1954401,404491,5823,19831,14305,12772,1718,12637,656,30,7,26070,2409,"Tennessee",11.13216,607.8,0.183810548916498,3.86647189943595e-05,0.00523052037341136,0.164726530520697,0.000269151835279077,0.00530453408695847,0,FALSE
"TX",2011,13329,4402,811.803463552155,0,13395,5005,663.26717924075,0,330,119,610.395348837209,0,48,24774187,11353570,2336506,248644,0.0823481665284192,2910373,835092,280825,0.150076814767264,120511,32102,9754,0.253744445054041,1142646,4253242,389565,136651,1478744,6773881,1720058,18000306,9017064,2075281,88409,338557,169762,6421,5698837,1244089,54707,457643,1011072,9904,481127,4608664,1099462,43502,159956,73447,46911,6356,57207,4604,79,36,158036,14188,"Texas",8.660797,408.6,0.144891223174954,0.000216751792953316,0.0631082980873482,0.123538618861782,0.000598952355114051,0.0343719348039318,0,FALSE
"UT",2011,289,85,770.742647058824,30,3115,1345,545.763358778626,314,272,115,694.089494163424,33,49,2715379,2193105,647788,66865,0.0571556419829994,29524,11764,2647,0.166133455210238,30926,9898,3341,0.220382476935297,41722,244556,27898,7769,55108,851122,121408,1864257,1545317,17760,21028,64734,1317,2058,1040590,11737,11016,3518,36873,2906,89217,782356,7112,10514,5294,3259,4131,416,435,28,242,34,6266,613,"Utah",4.519295,197.1,0.00258372219561786,0.00551273645119654,0.09767691914233,0.00608633158154786,0.00709697704711854,0.0411894174190361,1,TRUE
"VA",2011,3236,963,937.999039692702,0,3874,1437,681.096375838926,0,16,5,720.933333333333,1,51,7926192,5173230,1060350,103033,0.106150947796389,1542297,403211,116944,0.197582309079296,25777,5316,697,0.226844148641154,39875,967657,90349,13310,145090,1843368,280641,6082824,4112880,1139086,20461,140829,82412,1082,2654804,708231,12629,212877,57704,1669,201861,2108673,606890,9989,30531,11140,12416,1593,21636,1175,12,0,35321,2809,"Virginia",24.60934,197.6,0.279419273535332,0.00048034474239203,0.00962492186897002,0.206753275672721,0.000526334434924314,0.0150157141194273,0,FALSE
"VT",2011,37,17,635.542857142857,7,1475,632,675.882014388489,224,0,0,0,0,50,624958,590006,119039,16677,0.0882563950324081,5438,1752,484,0.0876826722338205,1785,208,135,0.256505576208178,641,29338,2777,312,3270,130001,19178,494957,470967,3686,1577,20321,190,98,317664,2136,981,964,869,149,34008,241602,1760,629,2053,2044,1637,132,195,7,9,3,1905,148,"Vermont",90.08125,147.6,0.0017444919223594,0,0.128307066621787,0.00153917192550408,0.000153917192550408,0.0623877687137653,0,FALSE
"WA",2011,2512,940,791.926271186441,0,7869,2952,658.824235953557,0,1928,595,818.511148272018,0,53,6652845,4865064,968912,118099,0.0668629149580275,232461,64781,22902,0.132530648305673,93220,27256,9139,0.187553330678651,98901,944614,95031,26966,185241,1568426,279337,5084419,3896152,167680,65964,196068,15336,6950,2419151,102456,34755,31734,97436,12621,224155,1977804,75545,33401,17109,16365,10044,930,3167,172,639,88,16452,1395,"Washington",78.69927,295.3,0.00444508695016626,0.0075624787338454,0.171641680086608,0.0169241986595249,0.00748057993774363,0.0676617403740991,1,TRUE
"WI",2011,4132,1554,855.692948217538,653,4844,2022,622.09472981988,736,563,254,652.278529980658,89,55,5664893,4740847,993364,113468,0.0805599429670647,350985,118412,59591,0.212530026406971,49137,14718,5642,0.14541547277937,41175,285075,31943,6999,63676,1338252,238839,4326641,3747483,232573,34419,164859,27966,3803,2510471,125245,19440,84187,46069,7043,217228,1910113,121205,17231,22388,6411,9394,723,9195,322,597,69,21468,1186,"Wisconsin",3.156693,249.9,0.00411171790752704,0.00381808138023746,0.130796454760402,0.0188628633897482,0.00388189327071018,0.043728237104219,4,TRUE
"WV",2011,881,388,592.839371980676,0,6415,3002,529.157416423239,0,21,8,847.428571428571,8,54,1846372,1721032,351051,85658,0.176590670848594,58803,13204,5427,0.149588712752628,3399,507,45,0.120423108218063,2157,30388,3360,933,3551,388070,98741,1458302,1369981,45599,2892,56456,2188,195,721958,20920,1133,7836,1817,23,88785,706276,20508,1132,5149,3415,5193,695,787,53,12,0,6074,752,"West Virginia",76.30331,296.3,0.0686647654845887,1.1492857992737e-05,0.0320006860316562,0.04801907872121,0.000161137848057752,0.0137074596081128,0,FALSE
"WY",2011,99,47,711.903225806452,30,1438,765,478.392036753446,0,50,21,581.177777777778,12,56,554697,479099,106097,13678,0.0677963974535563,3923,804,392,0.115716753022453,13000,4936,1343,0.164506953223767,3661,19976,2279,610,3341,133021,19744,421676,373002,3119,8064,11238,258,822,258324,1646,4630,391,5318,1967,22399,184389,1049,4047,2162,867,1522,199,88,5,101,17,1944,239,"Wyoming",5.145569,219.4,0.00435686976743154,0.0115467655432108,0.0934231565493506,0.00484466783746139,0.0135650699448919,0.0297947072003876,0,FALSE
"AK",2010,241,74,752.865546218487,12,700,247,744.255072463768,33,1618,487,762.01334180432,87,2,691189,444526,99404,9586,0.0537127376793734,22611,5932,622,0.0933282208588957,98097,32434,8575,0.201780299325051,2157,60596,6252,744,8990,185127,26841,506062,345122,16679,65663,15414,835,9121,247698,12634,33091,1889,4409,12730,21486,161974,7288,33301,5369,2650,2332,350,491,37,1784,218,4953,648,"Alaska",42.48138,638.8,0.00303090224513527,0.439735425382507,0.17968472137768,0.0318809776833156,0.0604852993269571,0.0434821112291888,2,TRUE
"AL",2010,3468,1118,1022.39325842697,0,4160,1735,657.816120285926,0,37,9,1107.40540540541,1,1,4712651,3189743,684041,104415,0.162128076140928,1233049,349400,149252,0.235963519798237,24887,6303,1669,0.260489400515821,21923,185381,21112,6077,37054,1132376,285480,3580275,2505702,883649,18584,103353,78511,1307,1459102,470941,10721,205329,18101,2165,143530,1296870,488441,9390,27345,12272,11257,1535,17550,910,1,1,28846,2446,"Alabama",41.78271,377.8,0.351879028652581,9.15894079085531e-05,0.00621917820438949,0.30052978104425,0.00033685499923442,0.0056346654417394,0,FALSE
"AR",2010,2296,1092,567.186153140761,0,4552,2562,419.220900983307,0,108,51,639.634615384615,32,5,2872684,2158887,467920,89208,0.155767274072704,443937,134646,64303,0.22688007210078,19970,5213,1709,0.197525597269625,26322,137571,16746,6002,39403,706103,190049,2166581,1690967,309291,14757,69243,29940,1103,984729,166466,8409,83354,22664,1515,110267,872466,166902,8117,14192,7667,7611,843,6903,282,24,7,15040,1164,"Arkansas",74.58361,505.3,0.257666825748038,0.000172936811256834,0.00587543984683316,0.217383516557329,0.000526162595436939,0.00542955018695565,0,FALSE
"AZ",2010,2371,1055,562.653585926928,0,6523,3098,514.418234912394,0,1183,565,532.402550091075,0,4,6246816,3666926,689645,76812,0.0716412821701214,240487,72507,21997,0.121335077566647,277770,93965,40231,0.280387107609198,215024,946282,93696,34770,280421,1614187,361471,4632629,2977281,167980,183805,115910,13467,18439,1748449,99469,88195,37054,227625,43409,163636,1519793,78513,96101,40130,13801,13617,1856,4889,412,1804,296,36444,3686,"Arizona",5.460732,408.1,0.0262381312525237,0.0959802310806154,0.158205115904187,0.0343006295102103,0.0624136342699217,0.0582834331337325,4,TRUE
